Patch Number,Myocardial work value
1,2.51836701049614
2,2.77156910390843
3,2.72471080162796
4,2.63054232858874
5,2.35245017453838
6,2.44417183589202
7,2.76888016140032
8,3.24881670992484
9,2.93034451203517
10,2.55134690673833
11,3.66521345494875
12,3.83745605843822
13,3.60564218963488
14,2.80990071490917
15,2.81140997025102
16,3.21431426183251
17,3.00753265907978
18,2.40167731276403
19,2.97687278307429
20,2.87646452324556
21,2.88479453418826
22,2.4843170553432
23,2.42222070389704
24,3.55269520348907
25,3.54911541177541
26,2.89493985262096
27,2.93965066718774
28,3.25527091114413
29,2.27611624831658
30,3.96310238794804
31,4.02567616302626
32,3.53494326523196
33,2.93355949562374
34,3.4046036616762
35,2.04242152250484
36,1.87158459968022
37,2.95150260755576
38,3.88968158972361
39,3.02087179117297
40,2.82618620311293
41,3.5662977603903
42,1.28562030860336
43,3.12826133766434
44,3.29116537309374
45,1.73679841464307
46,2.11430164594739
47,3.25682190423056
48,1.64150450174849
49,0.346720620019934
50,2.25096980147507
51,2.83326899096534
52,2.41146399061137
53,-0.36786649215192
54,1.45579657052861
55,2.31314099094336
56,2.50270729545278
57,-0.107231102057525
58,1.51018418491301
59,1.40716169924453
60,2.39255759154814
61,3.38362799070231
62,2.73421808029178
63,3.57575369748758
64,0.690626573662722
65,1.86449135626887
66,1.47803200879581
67,3.31880097831128
68,1.74607062751499
69,1.5698648445391
70,1.22101634356216
71,2.52275370036005
72,1.43790432385697
73,1.45301544397074
74,1.48805732717296
75,2.71777301112837
76,2.76829137367893
77,2.57484890236007
78,1.76687042531394
79,1.17123001430029
80,2.88246101714511
81,2.23534094219715
82,3.28664469659485
83,2.60212842984521
84,1.78525618083426
85,1.19832083647698
86,2.04627989116878
87,2.43937308250637
88,3.02700484297127
89,3.47162041875973
90,3.3427202641059
91,2.64754838146242
92,1.82859708986245
93,2.26905753946505
94,2.20491901909865
95,2.29699446996994
96,3.255820805116
97,3.7406939289052
98,3.6248695054356
99,3.51484308805912
100,3.4126500856003
101,3.05403995608822
102,2.77795872933902
103,2.99490121794492
104,1.69359438200486
105,3.57648467921028
106,3.83994797370047
107,3.74393681977511
108,3.65351165606309
109,3.57061323441943
110,3.17887465284124
111,2.21838148837842
112,2.20058132977509
113,3.43803431701865
114,3.6820493303619
115,3.00091130286403
116,2.19494033390888
117,2.68119211265445
118,2.33747787867222
119,3.74726859487739
120,3.28875722478351
121,2.00176559362199
122,2.29729462685017
123,3.81734516367455
124,3.1589193734226
125,2.39920956937738
126,1.00604808560414
127,3.03622258472736
128,2.2305651410769
129,3.85339484912607
130,3.86974191954479
131,3.23342984599134
132,2.50692634968769
133,1.07246156333641
134,3.10510342354676
135,2.13742978768053
136,3.73988660692152
137,3.89210169565493
138,3.940295744497
