Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13","Regional strain value, cardiac phase_14"
2263,0,-0.0707372531286,-0.100559182237759,-0.11035359405934,-0.178799801919553,-0.157697384621158,-0.0457907881831322,-0.0626507215335932,-0.0786329752525792,-0.156855535525548,-0.097234231879295,-0.0939827740386326,-0.0177730253826143,-0.0667029270242571
2264,0,-0.0738984317158536,-0.0982296958621475,-0.111787440052008,-0.195692603121042,-0.168896000632302,-0.0423993281945931,-0.0510354943619619,-0.0550388888302705,-0.165982018911138,-0.0876259677733487,-0.0855482391582947,0.00157536869345742,-0.0683396103214545
2265,0,-0.0764169172554771,-0.101356900187575,-0.114860998280199,-0.186911955601072,-0.165357281221029,-0.0450113715650202,-0.053255316429196,-0.0582158906849752,-0.170147814973284,-0.0941607714192498,-0.0840762669050651,-0.000827238813943088,-0.0728832574859248
2266,0,-0.0720137886010414,-0.112190822254936,-0.118516811783892,-0.194563827161448,-0.175431344295818,-0.0549367523580736,-0.061312604036727,-0.0520358820629029,-0.160153559626061,-0.0992414207032409,-0.0818458176421683,-0.0199176770484342,-0.0934252730665236
2267,0,-0.0673713947746801,-0.150538730636888,-0.19732548774586,-0.344079352612726,-0.326110006749084,-0.277919024818064,-0.274545590136956,-0.308406873725285,-0.243348600629044,-0.215322580943109,-0.314233598299847,-0.125576949890272,-0.0373727684879329
2268,0,-0.069589162208889,-0.11742070712107,-0.18738268492207,-0.318727520561603,-0.313679917578937,-0.277504898017318,-0.301222216362361,-0.319470845923056,-0.239221899395266,-0.203420737267711,-0.302532833402032,-0.0555219241162441,-0.00736094854707448
2269,0,-0.0673734166122452,-0.125029354207719,-0.18589661056462,-0.32527204166732,-0.310641134843758,-0.254495141130729,-0.28140200598055,-0.312954465717936,-0.234180658273457,-0.203623572015974,-0.283219450591151,-0.0792952102618424,-0.0168548319798439
2270,0,-0.0863475343838247,-0.0493791326172215,-0.124333287177399,-0.259100085913289,-0.264820736770765,-0.212385591344914,-0.275547438236504,-0.220852535880968,-0.229567849649497,-0.211138821524971,-0.199819343981913,0.0391183330566853,-0.0134748007524067
2271,0,-0.0797861698467495,-0.0617969338487886,-0.150524038769968,-0.239576813212371,-0.266211642975328,-0.207733536606736,-0.278939040302287,-0.207519652116445,-0.222437198855821,-0.207980919535353,-0.204132936986791,0.0191250173602673,-0.0131148526173718
2272,0,-0.0786417698371511,-0.069753513984141,-0.164385723949035,-0.229157948769956,-0.267773254895592,-0.199875520751145,-0.278145722346877,-0.191101598012481,-0.221548702740073,-0.212481824996967,-0.193779512692923,0.00807238404180688,-0.0172912985368605
2273,0,-0.0729373467758436,-0.0886666740944726,-0.179688910342508,-0.224605364669242,-0.273542962130806,-0.203546739533539,-0.282765328684225,-0.199705221549512,-0.217762091826491,-0.214434927991753,-0.209311098834978,-0.0432476400182455,-0.025520460900763
2274,0,-0.0729573731023797,-0.0914151021498293,-0.143495398700742,-0.239838870163792,-0.272498093565494,-0.242273334694376,-0.249283252585395,-0.180846421126822,-0.219880785815209,-0.22438519185138,-0.19493348163797,-0.0436893877364264,-0.0556876153312406
2275,0,-0.0674032222427209,-0.0941685738189745,-0.141158572269116,-0.232459400057009,-0.262716938696273,-0.218358350186605,-0.226357851072869,-0.166117243352578,-0.215124615784447,-0.220897509276917,-0.158457141277144,-0.0654981315299539,-0.0615243228246656
2276,0,-0.0478892267738429,-0.0839611282248233,-0.139900293085347,-0.201285089410164,-0.234775251380096,-0.167030459838987,-0.196173191279247,-0.126258524068333,-0.182413446763923,-0.198405171198774,-0.076639041628091,-0.0800012932651519,-0.0529957170082345
2277,0,-0.0596148975959299,-0.135036647884584,-0.190998889124018,-0.334946412020791,-0.31194481408613,-0.247061698622176,-0.265007229197742,-0.306937869595593,-0.223948758423042,-0.201186223180707,-0.284079130177421,-0.107397432572981,-0.0302394407313215
2278,0,-0.0547186689665686,-0.157953134116405,-0.221984798518122,-0.345197849340315,-0.326134499544753,-0.256309800269737,-0.266108224568075,-0.309879522474688,-0.222260347443776,-0.203138178312923,-0.281931994395448,-0.133638033895879,-0.0304178193092375
2279,0,-0.0444489187885342,-0.15849150680005,-0.167253749064851,-0.259475898156182,-0.261357576874845,-0.238570358757056,-0.200477442375797,-0.172070888590513,-0.192826988071227,-0.193200804518724,-0.107780343450356,-0.238716294527986,-0.064975259051684
2280,0,-0.0526622773368646,-0.119689468252912,-0.183307733703833,-0.322246229335837,-0.295779114500356,-0.217117664660133,-0.254724817000477,-0.302250079457246,-0.205052222947399,-0.187191867904658,-0.249962880426521,-0.0893369260669457,-0.0240344602455358
2281,0,-0.0456252606716498,-0.135421912972832,-0.221507009568335,-0.320222331881728,-0.306892614756894,-0.234362367350093,-0.277774514597849,-0.333116240165494,-0.198996435483604,-0.182490670833603,-0.24402918115136,-0.0906125050376007,-0.00676167095969982
2282,0,-0.0449041768771812,-0.15125851489054,-0.163176772566782,-0.274311616632347,-0.271099450807926,-0.282178109819676,-0.220580739850213,-0.21179539086481,-0.184821325209834,-0.180637341452682,-0.171126384292938,-0.219244522321606,-0.0622089051893502
2283,0,-0.0404088678441246,-0.133715542634978,-0.230534788611269,-0.310186298610303,-0.301633688335915,-0.22352188516541,-0.281405978156964,-0.345362808678224,-0.184700176125806,-0.172142886921269,-0.222283043795092,-0.0787484798042413,0.00202032492303905
2284,0,-0.0412584553516679,-0.118781700030317,-0.141580164885732,-0.274181036633888,-0.275678327614495,-0.315785805209742,-0.232464586107667,-0.237409024735371,-0.177432639568006,-0.173176254920614,-0.265395633053893,-0.123554028415066,-0.0625028202348589
2285,0,-0.0269611086958016,-0.0840281879918748,-0.138046279027277,-0.216772844904817,-0.244924390359723,-0.228929409229746,-0.211920755959421,-0.187849610954201,-0.151486261418398,-0.153971261688384,-0.155617033827301,-0.0694306756683541,-0.045024835026893
2286,0,-0.0350778282822383,-0.143475874280648,-0.236302744621012,-0.332081548502984,-0.306703853962038,-0.219715949341762,-0.252676855751341,-0.309994493433874,-0.174589742344722,-0.172014754201881,-0.201147864337818,-0.110367494694551,-0.0226852798227016
2287,0,-0.0171721072005486,-0.0616972432375553,-0.155280661552485,-0.177147343981371,-0.236534186944716,-0.179266432833191,-0.227390739917441,-0.18733822565608,-0.129461196909083,-0.139237084466307,-0.122800050020387,-0.0552221070440098,-0.0294952689334116
2288,0,-0.0140619422809485,-0.072707058911165,-0.126141289632277,-0.183115814420249,-0.215225299448407,-0.177467662255553,-0.189892417014742,-0.163537898650031,-0.118681898005425,-0.124716874646409,-0.0612477810487162,-0.105652050219195,-0.0313396751405669
2289,0,-0.0114440076306633,-0.0772884412055052,-0.090481695122415,-0.184579540363133,-0.189196094527618,-0.175270247190937,-0.152866231177644,-0.139740368241752,-0.097400610544223,-0.100764948405182,0.000844236645024976,-0.156840387478063,-0.0291196471086831
2290,0,-0.041610596268833,-0.082487205425235,-0.168643383690159,-0.260742279293366,-0.24054819168397,-0.148672709012677,-0.230192223649606,-0.260581239523398,-0.159962822473893,-0.155337033726254,-0.122958889430425,-0.0422670579421154,-0.00793348297695695
2291,0,-0.023260164603542,-0.0891601671425534,-0.08132178232883,-0.218401554221613,-0.202966630785406,-0.258390664814476,-0.175839847942705,-0.164075788813452,-0.0956764554787326,-0.102111074539291,-0.0580365850519999,-0.183192894199416,-0.0454582478189036
2292,0,-0.0478914510781645,-0.0486392892493561,-0.134703435209227,-0.213309406811714,-0.202149245185062,-0.11215395983359,-0.229848118044949,-0.25661981246391,-0.153033820394704,-0.14179475354807,-0.0645334385334624,0.0202253792838101,0.0158448118750127
2293,0,-0.0396769983796805,-0.0979485882578569,-0.195097117055347,-0.253149045695141,-0.241568886669396,-0.158238248756143,-0.244884961949461,-0.281670653895945,-0.148162336133129,-0.14493188711159,-0.0802651337164104,-0.0201831926030975,0.00813653547866644
2294,0,-0.020640905637285,-0.0855676537893701,-0.078862586291357,-0.215650901923655,-0.197363627232917,-0.257384252629295,-0.175729806318624,-0.167854954239621,-0.0836629917438995,-0.0896872065979182,-0.0582031345215127,-0.176136004749294,-0.0418098310415097
2295,0,-0.0452741276765656,-0.101424355231446,-0.199357367017333,-0.259591702374847,-0.237596459531801,-0.161062535385016,-0.22698188123827,-0.254261396538444,-0.149960319974265,-0.161189610059685,-0.0881303190224947,-0.0666417152793969,-0.0234251159989669
2296,0,-0.022009719714881,-0.0903075226878783,-0.102232537749597,-0.21896341027246,-0.211534724688875,-0.26667483427415,-0.196634874444172,-0.196575747348684,-0.0882102627909103,-0.0940070498690216,-0.107774727513461,-0.177544359756687,-0.0415796618116555
2297,0,-0.0606980420281157,-0.119070625650322,-0.206297348168607,-0.26387588607609,-0.220966858296772,-0.148743627891901,-0.234698198249288,-0.255159935763507,-0.162925388492764,-0.190390835569154,-0.104907613433753,-0.103680522302097,-0.036314986931882
2298,0,8.01198476318987e-05,-0.0527839866412313,-0.0859254663814332,-0.165413648109082,-0.180396872389792,-0.190233816575936,-0.156397741683464,-0.164293835122252,-0.057571180009824,-0.0626650448960404,-0.043957346881036,-0.101620566168393,-0.0162285070413264
2299,0,0.023989364847828,-0.00396866787410888,-0.023191626832694,-0.120942561021482,-0.137891615595498,-0.156873768495852,-0.111467130058168,-0.103118656012915,-0.00876147654308246,-0.0192309381519352,0.0373820075534639,-0.0249117852671282,-0.0116862862450959
2300,0,-0.0399945750245343,-0.0647166545068756,-0.128982893803398,-0.202613036474561,-0.168607704856587,-0.0851595283079207,-0.18898289176222,-0.202517220312271,-0.129280462507398,-0.140570411280452,-0.0470559701497669,-0.0464160700595192,-0.0317865057772977
2301,0,0.0369211285582232,0.0215356356220571,0.0172761760639886,-0.0938688510923649,-0.107760812649598,-0.139922017451333,-0.0849205689132204,-0.0716548500439043,0.0239647583627447,0.0139547754580049,0.071810925856542,0.0102252579951803,-0.00413498470089613
2302,0,-0.0339920052851662,-0.0560136075371479,-0.12323914589621,-0.18966912291215,-0.158158082372143,-0.0704817987955962,-0.187040831895086,-0.20381613779667,-0.115869884469498,-0.130034042823038,-0.0513506677536999,-0.0722362474355298,-0.0375279470098806
2303,0,0.026055474186947,-0.00192858080625413,-0.0110634092834248,-0.113895448821789,-0.132311929402557,-0.165246907099209,-0.115624313445215,-0.114034788516898,0.00952837430135722,-0.000272241978003906,0.0272496604476555,-0.0394965338777533,-0.00938035190694786
2304,0,-0.0459505279856496,-0.0709691377429713,-0.144603462932333,-0.178752457548282,-0.156124823845155,-0.0999164119222195,-0.19433128373113,-0.175165957438695,-0.125940537873838,-0.136901787219179,0.00425148079430171,-0.0154414116028884,-0.0150367448723324
2305,0,0.0147017774563187,-0.0255734722464823,-0.039675097037688,-0.137728136725218,-0.1608849605109,-0.193607108650433,-0.147013244270175,-0.158582628235509,-0.00995533609963661,-0.0211028577305675,-0.0151621807810098,-0.0924959034643531,-0.0176429653611399
2306,0,-0.0475953077657424,-0.0938223253648546,-0.176238212189607,-0.192469429329786,-0.168875391731386,-0.131308579194947,-0.202428040601024,-0.172132874966831,-0.12550658001733,-0.143580113899767,0.00186477258979401,-0.0372037352953606,-0.0201266771015748
2307,0,-0.0163878211009193,-0.0402322011412179,-0.13163025631797,-0.130896518406891,-0.14218210714016,-0.0886485002788944,-0.177261157208895,-0.118323046914812,-0.0805030204996567,-0.102786269388024,-0.0124719799733746,0.01445417137052,0.00523526567111299
2308,0,-0.0237714005736571,-0.00445642187081641,-0.097559785479239,-0.0881639394981043,-0.107239503568575,-0.0610093283615991,-0.150360819258062,-0.0981070401653766,-0.0960863871149318,-0.120019786709467,-0.00447272673962762,0.0346192496317002,0.00851042438573058
2309,0,-0.0159206155824989,-0.0440289205961655,-0.133577005406509,-0.138029435866642,-0.149367040511249,-0.100569954102904,-0.171663355433963,-0.117861061768653,-0.0837644438797672,-0.109747917109288,-0.0418664048567342,-0.00499076479159732,-0.0025749842547651
2310,0,0.0164810037519476,-0.023320636352066,-0.0320314982153396,-0.132931801363135,-0.15871563218544,-0.195345919495143,-0.150507177659936,-0.16177138381536,-0.00254908537314591,-0.0169592458221971,-0.0216310936576484,-0.0978400898872228,-0.0170257532669026
2311,0,0.0263766772486151,-0.00505426544814092,0.00439564981593232,-0.108209784279849,-0.131162541898426,-0.174961960483004,-0.127530767270829,-0.129391201357802,0.0235717726610434,0.0104041413070037,0.00757910452723842,-0.0707394165357788,-0.0110954227644375
2312,0,-0.0488005960352014,-0.0885347617239641,-0.163482521483439,-0.176215794509428,-0.152417702754119,-0.124329541744785,-0.192786801417361,-0.154313580501466,-0.122942304085325,-0.138164516758976,0.0238101915685351,-0.0243388419014607,-0.0192379465555002
2313,0,-0.0151323145978964,-0.0237814870563311,-0.0776289173131438,-0.101295918532619,-0.0972063134665397,-0.0565188428558797,-0.132030241844316,-0.0757506929593281,-0.0900817916356651,-0.102839253902357,0.0384649840555258,0.0510808661677546,-0.00526109473311376
2314,0,-0.00358751274363089,-0.0306555820062275,-0.103329947054046,-0.11865496797727,-0.124529828217142,-0.071903146136319,-0.145638851039285,-0.0880293646220786,-0.0703088740823377,-0.0859651460751123,0.0126766297685821,0.0279234191847677,-0.00343464425729056
2315,0,-0.0198685092770549,-0.0603871353663125,-0.144401926435377,-0.147925647820425,-0.156885016955329,-0.107697217537814,-0.191422572111342,-0.122489534340728,-0.0793909549005559,-0.108680137738357,-0.0443384662426628,-0.0112825436303663,-0.00172298719929298
2316,0,0.0253202751939445,-0.00536676314257145,0.00525493577888803,-0.106869309609723,-0.134322803679275,-0.178707565154286,-0.136863108614215,-0.138246609143713,0.0251280044558788,0.0078091051252096,-0.0049854239053061,-0.0862190420851845,-0.0139730010056628
2317,0,-0.04385353793725,-0.0644703995967265,-0.12420178622514,-0.136561084643667,-0.124578613987195,-0.125995557384494,-0.162291082104322,-0.112088719354638,-0.142160343706744,-0.151796497409986,0.0444187307889374,0.00770777439658676,-0.0289224920372064
2318,0,-0.00447616263988149,-0.0230490186691431,-0.0834974743251625,-0.101062967017655,-0.103896673370083,-0.0658603804675879,-0.12508496396923,-0.0646830476682414,-0.0769305041808795,-0.0886929430812593,0.042297337737774,0.0338260520237634,-0.0135822115829952
2319,0,0.0292958104795964,0.0285906213563374,-0.0125719263810534,-0.0456496576335632,-0.0547153573320101,0.0146958038222869,-0.0835991462716272,-0.0214488330223352,-0.0339579572691251,-0.0380796353238028,0.0598971463383258,0.0741385504682333,-0.00127443970289964
2320,0,0.0167584262838703,-0.0152485628400461,-0.0745981405248887,-0.0982109422765269,-0.104543732221628,-0.0549890992764791,-0.107714692974041,-0.050405791943873,-0.0518984074989284,-0.0653609972628233,0.0221070919928288,0.0323394886746811,-0.0129965050346466
2321,0,-0.0195402044086304,-0.0623128040632194,-0.146609219435971,-0.145306094000916,-0.149037673635038,-0.110729263743958,-0.182463719081231,-0.113512256678307,-0.0823329125421197,-0.110241014590116,-0.0263662635761797,-0.0198711324666226,-0.0101596942960311
2322,0,0.0194806101135432,-0.0116080733961726,0.00713823674263825,-0.113433807232023,-0.138640706039341,-0.187213888692058,-0.157949536500037,-0.154640110045061,0.030349580810771,0.00205072571932186,-0.0250290537653736,-0.127210302850738,-0.0154527300330355
2323,0,-0.0482122097184052,-0.0689278373166508,-0.137019537971872,-0.123083130854444,-0.115473635382243,-0.122539823608194,-0.174509053056453,-0.124159394357711,-0.154966516754764,-0.172884345475929,-0.00277894510466248,-0.0469079529231528,-0.0378398358972759
2324,0,0.00850815823584616,-0.0121901417179795,-0.0732693924533661,-0.0799831140183104,-0.0903282109803717,-0.0526073617731357,-0.113673401794025,-0.0474383887885772,-0.0626269442259177,-0.0759907197410843,0.0332128035116093,0.0156465134281001,-0.0192251005888268
2325,0,0.0321990403144083,0.0321471722949433,-0.00728314665454843,-0.0265804977998416,-0.0410993571828598,0.0178941861163273,-0.0739845941948231,0.00152374039574754,-0.02725350726743,-0.0334082168141017,0.0759220712522242,0.0831711498413661,0.000808090465843181
2326,0,0.000719849455360855,-0.00765064904528945,-0.0570220724607298,-0.0709065799728706,-0.0747919087485618,-0.0376317365046558,-0.112598894359992,-0.0461572461081106,-0.0635240237492464,-0.077876099712416,0.0488936852475177,0.0592693838033387,0.00027961341036864
2327,0,-0.00580312592708376,-0.0423234985328272,-0.1189279285836,-0.122247928988644,-0.126732630985266,-0.101792008567576,-0.134385442306184,-0.0779371089444015,-0.08054425346811,-0.102035399965426,-0.000718092420033289,-0.00321004616184239,-0.0200248869733815
2328,0,0.00921939155368556,-0.0486346715701965,-0.0272905515058053,-0.141094544309786,-0.139007115989454,-0.204732162748917,-0.157724569847869,-0.148567319807547,-0.00283321509714329,-0.0269860965440362,-0.0535237285600566,-0.112761876490933,-0.0304617200392026
2329,0,-0.0655170248543369,-0.105581320343461,-0.160598561685787,-0.152276830695226,-0.117108206007613,-0.130585322443428,-0.192252559892061,-0.136574790961936,-0.147020295487601,-0.163764314739172,0.0373042476688914,-0.0186935775829242,-0.0221648825709149
2330,0,-0.00140160289143409,-0.0194965183349973,-0.0743341551169253,-0.0712812030326194,-0.0779531868091148,-0.0549800784942613,-0.121718359220967,-0.0499801337386387,-0.0763769276911626,-0.092326859623873,0.0333543686590896,0.0130647273642905,-0.0186009275095803
2331,0,0.00172093190371991,-0.0082511221327638,-0.0454636728876084,-0.0638394723694248,-0.0651110793195652,-0.0413512052421665,-0.102262389452747,-0.0293548338721029,-0.0676222873813596,-0.080099763261169,0.0702880616603385,0.0710272873216382,-0.00675179439381124
2332,0,0.0102144787726954,-0.0512632783623058,-0.021905632318368,-0.129966993593741,-0.115107330251479,-0.175285847726954,-0.154460716205286,-0.131034301304096,0.00212846393561339,-0.0214028552518524,-0.0537302161872093,-0.112366399085792,-0.0212142674531679
2333,0,-0.0678361590794699,-0.105490424158448,-0.147960990575024,-0.142275159261712,-0.105295267790388,-0.131882671163841,-0.179738874113735,-0.115927324182062,-0.14981262739337,-0.161192341938281,0.0674430437455045,0.0128341924305662,-0.0177985289976788
2334,0,0.00723515522885987,-0.0474439456138781,-0.0371223307185667,-0.130974764093005,-0.13886158156325,-0.179397446916274,-0.180912058371701,-0.163172541371585,-0.00670370940505671,-0.0440523894411744,-0.0765895853401429,-0.152128545851478,-0.0258648937257785
2335,0,-0.0508897221057119,-0.0870632002043343,-0.166513196615951,-0.111642118918253,-0.112790229469349,-0.125441876455424,-0.184440779726796,-0.104118816900147,-0.114616013017722,-0.133055382255447,0.0197176242711139,-0.0604868173725849,-0.024764478823975
2336,0,-0.032706630020356,-0.134113109997018,-0.167403558163859,-0.244987268058864,-0.251202474853056,-0.313320054589046,-0.235599252968606,-0.266810350355353,-0.0789133550349302,-0.138858664199926,-0.228501468460749,-0.245152435941579,-0.064398069413044
2337,0,-0.0231755720260226,-0.121575982682802,-0.144633649412906,-0.220790252313571,-0.20019453337575,-0.260811672020345,-0.216971556515294,-0.226012551756218,-0.0762716767495739,-0.120707817718076,-0.187478608341134,-0.210755228084576,-0.0490913364199319
2338,0,0.0048589394404539,-0.0554919983949101,-0.0345216043497329,-0.132062127488348,-0.152759012062368,-0.179360056124262,-0.189731673944638,-0.174298268838038,-0.0105693964384792,-0.0527889060745801,-0.0779648308403978,-0.17189990028899,-0.038001409487747
2339,0,-0.0381827040684889,-0.0686142507371434,-0.130892470031509,-0.090781092808376,-0.0953902005611083,-0.117441887010143,-0.151619388460631,-0.0624847628867315,-0.0986881692154868,-0.110544538917975,0.0612733943843671,-0.0152711009892834,-0.0233201790551029
2340,0,-0.0269013562306352,-0.0336665601706639,-0.04775482210606,-0.0572838281017335,-0.0396710361313726,-0.0628622644097498,-0.123641762835707,-0.0550235707713445,-0.124266126608302,-0.124916180061755,0.0936410589401755,0.066463685418771,-0.0123996104781428
2341,0,-0.0239567103090237,-0.118273395321881,-0.138415380585976,-0.208187069706706,-0.200862944299257,-0.24946207623768,-0.211257853789643,-0.216441867065775,-0.0633011613800126,-0.109005835987405,-0.193415850106262,-0.211326209609924,-0.0484077805302957
2342,0,-0.0258023009913663,-0.124824947097921,-0.141685817733545,-0.217847121727971,-0.206806640637917,-0.261090603206842,-0.214124108370554,-0.22253099665155,-0.0670203328030815,-0.113984828577502,-0.189595886754215,-0.213540379266827,-0.0524313015177844
2343,0,0.00752072173885932,-0.0722255668701235,-0.0436014869170752,-0.131949907419853,-0.118892240615055,-0.147191115008504,-0.172704575295585,-0.143935373874333,-0.00859470885533919,-0.0481745361409776,-0.0698639699492709,-0.152961847260978,-0.0257368699412479
2344,0,-0.046883762351233,-0.0774592566846171,-0.124786116143332,-0.0893755482620435,-0.0848816922554638,-0.119993518504437,-0.150037253861765,-0.0597553165994551,-0.107937827185173,-0.114674146804706,0.0829265810267161,0.00793471007847635,-0.0204967361621556
2345,0,-0.0174378378099713,-0.105630624673079,-0.116718595321801,-0.176556136382937,-0.161474222178201,-0.196852695527593,-0.192290819258192,-0.176449100337454,-0.0517468491031666,-0.0858163453785055,-0.166588089874256,-0.185571796409169,-0.0349549039511853
2346,0,-0.00711550823410945,-0.0798686678475137,-0.100390439377607,-0.175768827702776,-0.143996780520511,-0.193487366411127,-0.188790724597224,-0.172148156500938,-0.0662409873826602,-0.112126457040362,-0.0798389607700208,-0.129770679168761,-0.0310077890012721
2347,0,-0.0516145531320016,-0.0891891838796612,-0.144953152006658,-0.0897511233502809,-0.0905915770044379,-0.136717808597781,-0.159145610602543,-0.0672427763563462,-0.120049284515122,-0.131438992172601,0.0544182700004368,-0.0210206840913963,-0.0255230076740971
2348,0,-0.0286760647861113,-0.114087324203743,-0.134216012693633,-0.192346426115403,-0.188298045474814,-0.221106038460008,-0.20842098530846,-0.195874336797386,-0.0623973944585818,-0.105488242089522,-0.182581041275365,-0.210811578636094,-0.0453793549003975
2349,0,-0.0388419641537292,-0.108971536784112,-0.136064286693915,-0.202913057344074,-0.227918204656898,-0.257675187354038,-0.230213123202219,-0.22540160863644,-0.06592064134677,-0.129008547230301,-0.173071297836925,-0.22323311151545,-0.0609014583447395
2350,0,-0.0119531984087016,-0.0643018883389455,-0.103334560510685,-0.166993922117061,-0.147665719491215,-0.194240713198908,-0.180368892553192,-0.166016934043641,-0.0723840094031243,-0.11706365012664,-0.0701086716107887,-0.107654669722302,-0.0278502000985228
2351,0,-0.048605807585709,-0.080609376183634,-0.143752236393828,-0.071656490041809,-0.0850454092372989,-0.130666503621532,-0.154177352755809,-0.0528743288230548,-0.110130243652993,-0.119912994183388,0.047305487436343,-0.0289658536832578,-0.0227000680196133
2352,0,-0.0283541484071805,-0.0826327161204331,-0.112560049592209,-0.168749277820646,-0.184114859042184,-0.210649921707732,-0.197647467695961,-0.184785104049403,-0.0564279563448854,-0.11074469099251,-0.119797697851408,-0.164223100368856,-0.040999041227697
2353,0,-0.03118148614676,-0.0850585944771335,-0.118939681807101,-0.181222213453766,-0.189959919247864,-0.222600483038635,-0.205117786406493,-0.195440463328367,-0.0801513848336202,-0.125692225025851,-0.115213954990747,-0.162604973068825,-0.0485157935105363
2354,0,-0.0304067816049475,-0.0582651783912506,-0.124103558005147,-0.0458431942223095,-0.0789212828098749,-0.127926612894729,-0.129099882736446,-0.0166789650902333,-0.0907581162982689,-0.102442491587616,0.04260912509807,-0.0301707849217594,-0.0250469122417591
2355,0,0.0184427119011705,-0.0239486040281425,-0.0193809552495149,-0.0600543257594819,-0.0546300159865877,-0.0590121775896676,-0.11599730244848,-0.0729209782820569,0.0220472497675057,-0.0198899722674706,0.00913958145134042,-0.0383749844611676,0.0212771801068705
2356,0,-0.0281881560318494,-0.0589776172928584,-0.116672018619479,-0.0428161813884819,-0.0746494216522047,-0.1334542364731,-0.126130924103068,-0.0175893976232485,-0.101920065903078,-0.11219762553504,0.0300154804877659,-0.0317139084919164,-0.0279668099509216
2357,0,0.0041927614602657,-0.0295427313874174,-0.0394039797762615,-0.0760239071624709,-0.0800674839942387,-0.0848422160530864,-0.124994220690383,-0.0892477178667465,-0.000435229837264739,-0.0441088820947466,-0.00731514063418159,-0.051814933213481,0.0115626622994696
2358,0,-0.0548209282788553,-0.0920488183188598,-0.158509267692749,-0.0654421926120414,-0.084846135768667,-0.152655358158033,-0.153750371274876,-0.0500945420146863,-0.124171659205207,-0.13342730231919,0.0234744857407365,-0.0401436735888571,-0.0246044194112537
2359,0,-0.0256678419134839,-0.0589011509947971,-0.0967795860976549,-0.120621161085455,-0.132590008446311,-0.144241471787302,-0.159870425064512,-0.132430887204317,-0.049192432311608,-0.090700368148241,-0.0815090484724322,-0.113684809074684,-0.0155836156207875
2360,0,-0.0278061038148925,-0.0617276816265755,-0.104190794065157,-0.0411761489305098,-0.0611319087267872,-0.132087395126762,-0.121885314301861,-0.0207117003690394,-0.127368595573275,-0.129865115411297,0.0140289823408657,-0.0238042215768186,-0.0274117630097259
2361,0,0.000118630375176565,-0.0263293008132122,-0.0216625431222177,-0.0356861610825793,-0.0270090643294596,-0.0891215844029192,-0.069971426672173,0.00204659915631034,-0.104644989981,-0.0989757106936657,0.0884258894369678,0.0778414649567267,-0.0186463908534791
2362,0,-0.00098733923591221,-0.0373656342529887,-0.00529658334058536,-0.0703225949321765,-0.0264028815262159,-0.0847021305631211,-0.0838793710126052,-0.0489661961206816,-0.132917361401189,-0.117780582056351,0.0995978030586211,0.101282227312778,-0.0182947540692874
2363,0,0.00591095427297428,-0.0160929759567743,-0.0396730613809202,-0.0231043063111601,-0.0392835793081203,-0.0958385450904518,-0.0543468127331179,0.0303901529448147,-0.0755177574890075,-0.0824595336401289,0.074946748706364,0.066363606613834,-0.0165786004738721
2364,0,-0.01530443899974,-0.0406043743123248,-0.0672813351159368,-0.0853687418625654,-0.0975909707904908,-0.10128389999707,-0.126177980843646,-0.0976315227060693,-0.0262078518748823,-0.0623186724911474,-0.0342098907685742,-0.0666198880122878,0.00656543984540425
2365,0,-0.0156643257469682,-0.0328939960483874,-0.0441848341373889,0.00175397813836464,-0.0163385284197864,-0.101147154345065,-0.0779119786486715,0.0412985874288982,-0.114331832319895,-0.112759997318798,0.0773358208923347,0.040126290876128,-0.028967693291407
2366,0,0.0224753508604016,0.00499519034579832,0.00358453254271596,0.016994551960001,-0.00706496949989921,-0.0757330898476438,-0.0377084183912004,0.0635975850929775,-0.0808605307914251,-0.0855217753932678,0.0740302365825345,0.0650310896926376,-0.0231944202423383
2367,0,0.00855561162710972,-0.0113205943034917,-0.0197453324914486,-0.0140646728667257,-0.0209947291098111,-0.0810516860813372,-0.0549439768443067,0.0304284084040567,-0.0843281356130918,-0.0858801668422674,0.0790825432334965,0.0721469962452985,-0.014651544556581
2368,0,-0.00321339962310296,-0.0251695676131997,-0.0449354075442325,-0.0422941965193285,-0.0362718569373426,-0.0844749957343313,-0.0698148982554891,0.00195972725460125,-0.0813575555050394,-0.0808866184534887,0.0854009724277207,0.0756656453954689,-0.00374818128954157
2369,0,-0.0332155946109758,-0.0582177438643554,-0.0971467021515682,-0.103745014046685,-0.121853959504589,-0.12635686816438,-0.144886019807988,-0.116182573968824,-0.0506462556869306,-0.0829010313868349,-0.0773760267824921,-0.10512702508477,-0.00742550788327845
2370,0,-0.0294308084494403,-0.0571161420036418,-0.0567672984965657,-0.0322017063329528,-0.0285938977611162,-0.117709387433781,-0.0919273352818598,0.00912473424223248,-0.134524185050158,-0.126172013103288,0.0839877854728377,0.0542970465839312,-0.027779580688241
