Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13","Regional strain value, cardiac phase_14"
5660,0,-0.0238673710256689,-0.0781590813737921,-0.0958742780446467,-0.0958909174809196,-0.0947081400568947,-0.106465638552234,-0.0765206418632868,-0.04894517244102,-0.0402657406061845,-0.011173662421744,-0.0309549476155163,-0.028132615149978,0.012859131833473
5661,0,-0.0260356179534188,0.0442660049227972,0.0172062191566629,0.0113910621274653,-0.0328680192860307,-0.0754079559318114,-0.0965341581860454,-0.0177534717010811,-0.00223813988667942,-0.0149934202888056,0.0507572707605635,-0.0122133942374612,-0.00783100505406409
5662,0,0.00410744973800226,-0.0352664166579926,-0.0431995881102966,-0.0376204176520861,-0.0435307937112402,-0.0429506237189287,-0.0597485212187241,-0.0182103893822411,-0.00653947254698961,0.0146060985532375,-0.0122571009326339,0.02060637766114,0.028864313536427
5663,0,-0.0269859345648136,0.0428809445038225,0.0176406395898421,0.0169356201973541,-0.0292370504594838,-0.0729496181163172,-0.091793505357087,-0.0099154007084068,-0.00271209921811266,-0.0154704422787895,0.0527172874561621,-0.0109887556938413,-0.00691619175762448
5664,0,-0.00912264189246692,-0.0379132244950116,-0.0542212644852628,-0.0407330726515583,-0.0628196345981106,-0.0478425616651169,-0.0729798725519103,-0.0246839452711264,-0.0273375759140282,-0.00143495469274335,-0.0209927124830699,-0.0108214884918093,0.0203948646184526
5665,0,-0.0277617149263893,0.0412692590800103,0.0176241844611622,0.0213442028827919,-0.0262977247742959,-0.0708250759180038,-0.0871788520871333,-0.00290523074415838,-0.00327055363322404,-0.01592475627562,0.0539835549393595,-0.00977150838295615,-0.00567944777091711
5666,0,0.00557150536924222,-0.0192834373396966,-0.0381745358312223,-0.0260501866749183,-0.0408759080738076,-0.027170709866123,-0.0555616130753989,-0.0149597827203429,-0.0105423272676887,0.0106168031773768,-0.0152756398079488,0.0104971247212946,0.0221294589100427
5667,0,-0.0283254816602494,0.0394747179446788,0.017182519187241,0.0246175953291901,-0.024028679802394,-0.0690183198604224,-0.082729719364051,0.00327118925061431,-0.00388859701700561,-0.0163267813932403,0.0545796388136106,-0.00852523727242105,-0.00408574556005026
5668,0,0.00602846547269831,-0.0167675418372922,-0.0350164304608312,-0.0214749770350414,-0.0350671896560143,-0.0189389635278164,-0.0499228978323728,-0.0114149747611116,-0.00464078267003631,0.0152058990725241,-0.0133563388458234,0.010008757427896,0.0231979469905077
5669,0,-0.0282385399561251,0.0375076503742839,0.0163051202270046,0.0268661750592203,-0.0225416164642458,-0.0676293014973797,-0.079389231468205,0.00818269117847148,-0.00476781622140043,-0.0168816150236758,0.0550413797439229,-0.00772590668604234,-0.0025869001308837
5670,0,-0.0074338341895841,-0.0198855445821614,-0.0436793922377333,-0.0249849145078685,-0.0506417717173355,-0.0247523870428976,-0.0614883170772957,-0.0138058138902014,-0.0203113074220626,0.00575727789319336,-0.0208277516314019,-0.0197657355935082,0.015607294036398
5671,0,-0.0235431366423349,0.0333743039451815,0.0351597273425992,0.0277026652722581,-0.0173022000655744,-0.0691744327350651,-0.0819391242403963,0.00141601386330015,-0.018961437292226,-0.0201246276564184,0.0428652997097989,-0.0120888298187529,-0.00145275265128497
5672,0,-0.0109721018820266,-0.0282354460202635,-0.0320613474319901,-0.0281266431223661,-0.0374402141310185,-0.0115388480351402,-0.0574250421064811,-0.0192003397551611,-0.0184788246078044,0.00873600087969351,-0.00701162899179186,0.0035240374190908,0.0123248271353589
5673,0,-0.0284169102086209,0.0334128448248399,0.0136120535172888,0.0277960394612407,-0.0209535854002931,-0.0653473660730295,-0.0707253011375228,0.0167890602891037,-0.00588540324573006,-0.0169680484345277,0.0526532536382138,-0.00429929268392981,0.00308938386646607
5674,0,-0.0125276520374774,-0.0275720683225178,-0.030024425042478,-0.0268733170556925,-0.0363569973925556,-0.0106344423016261,-0.057541399291977,-0.0195002940948427,-0.0163170988998652,0.0110234682336428,-0.00526221614115729,-0.000195206130764847,0.0105400312621007
5675,0,-0.0206052934739192,0.0272853621127851,0.00936858177220801,0.0202449796062902,-0.0269477262289274,-0.074681067905276,-0.0782111146074265,0.00395864073286822,-0.020940195845749,-0.0282115932169695,0.0287301332904564,-0.0232527960461117,0.00246110040527592
5676,0,-0.0294678545636949,-0.0482636386098216,-0.0610636298497932,-0.0536462541878847,-0.0498800914716462,-0.029338271671759,-0.0466326384975251,-0.0119564323615818,-0.0108457266414018,0.0124946823083203,-0.0194401529332323,-0.0241015164500352,0.0121347765192521
5677,0,-0.0483846310528305,-0.0729147730780437,-0.0675770356457925,-0.0737185967346152,-0.0511999102261679,-0.0340028381018246,-0.0547654528514684,-0.0236291203485804,-0.0184763439427189,0.0119918877378367,-0.0164721390097253,-0.0192574006169137,0.0011745933368672
5678,0,-0.03360007884007,-0.0473683762673649,-0.0602806129147224,-0.0530976528849315,-0.0539746482981361,-0.0340824653277494,-0.0614922550575796,-0.0192988447318237,-0.0224880485149265,0.00991475882050796,-0.0261535692569508,-0.0396825022188354,-0.00220144883742257
5679,0,-0.0265480387308975,0.00311430158725856,-0.0182787023941781,-0.00167902847009638,-0.0364974998140231,-0.101355008891164,-0.0829448744034139,-0.0125193987882359,-0.04030111138146,-0.0402019646006977,0.0128915062405406,-0.0171233761710218,-0.010599237360266
5680,0,-0.0188977820612305,-0.0387088388394178,-0.0520441051507485,-0.0462512428377119,-0.0456687794208191,-0.0257304421222465,-0.0506251509099945,-0.0124236920111193,-0.0115867506351387,0.0132549783595857,-0.0181519585860355,-0.0241400845891502,0.00496127405288704
5681,0,-0.0549820980047386,-0.0734839022460155,-0.0630219223143949,-0.0727323705304215,-0.0424274629567428,-0.033382812359016,-0.0537735263864694,-0.029880078207452,-0.017438213244941,0.00958287693206028,-0.0115317275230886,-0.0132043607614047,0.00160737139465827
5682,0,-0.0406350521666782,-0.058595461316007,-0.0525430857397128,-0.0589645638753433,-0.0442910340823011,-0.0279632739741278,-0.0577522874984285,-0.0262350468861789,-0.0200581894783085,0.0102327551953152,-0.0108154938542588,-0.0152899175686563,0.00026313445724524
5683,0,-0.0100511816007531,0.0218679458009643,0.00800692149647597,0.00877114012328528,-0.0311174113215471,-0.0864841636314075,-0.0854156644719639,-0.0107201710139967,-0.0366295068526504,-0.039535954118887,-0.000267730502921837,-0.0421689230181321,0.00267257481803607
5684,0,0.00496232988722034,-0.0137026544435663,-0.0358805947525153,-0.0261142868304051,-0.0425113694593805,-0.0212264249428813,-0.0532713051514841,-0.0108457274827169,-0.0127392196158868,0.0101069309554582,-0.0193349011926471,-0.0283732744768582,0.00337421838120422
5685,0,-0.0250543353336615,-0.0433762119944865,-0.0466290941877376,-0.0496722310167991,-0.035579466950285,-0.02533503970587,-0.0488737080000814,-0.0292023800072797,-0.0144171854721863,0.00765315138468359,-0.0127160031686412,-0.0066258032272829,0.00225244575175187
5686,0,0.00282852120448118,0.00521716362768143,0.0204100270191065,-0.0223305658415558,-0.0345177628875104,-0.122674112953047,-0.115001973718912,-0.0649824161199035,-0.0755501803052926,-0.0626087016052269,-0.0495899828623442,-0.0624105957208314,-0.0177170117589189
5687,0,0.00748592840533724,0.00578484008214075,0.0247001684291599,-0.0266032569168935,-0.0324176932341356,-0.121439963545396,-0.115427308362544,-0.0763345630187641,-0.0747917348178249,-0.0618456301934152,-0.0538902345490659,-0.0568396328403078,-0.0198105602056303
5688,0,-0.00515360901540085,-0.0475852411380916,-0.0584031147688395,-0.0608701900980083,-0.0508951743569132,-0.0262563626769899,-0.0435411475028334,-0.00919634263888414,-0.0004278995295246,0.0186320347110021,-0.0149622542146002,-0.00868539741031726,0.00950510233822621
5689,0,0.00584187986791429,-0.020083513360443,-0.0416129319398399,-0.0337824547048041,-0.0448672023411832,-0.0222639196719767,-0.047864846747276,-0.00832129391008274,-0.00601811976139854,0.0131856981200604,-0.0181536975422811,-0.0228290074991893,0.00782906197221966
5690,0,0.0102383164109177,0.00445597942339382,0.0190374975822472,-0.0326222482866811,-0.0332035524378309,-0.115508026402684,-0.111713006234137,-0.0729339332066985,-0.0675513112795723,-0.0593123688581378,-0.0533890568080048,-0.0500228453670418,-0.0155914194832826
5691,0,0.0117150029562569,0.00884377760335919,0.020277260574058,-0.0281478804588932,-0.0305569266405571,-0.0916342695597097,-0.101062247483633,-0.0642648198110328,-0.0557331030732731,-0.0483468429790862,-0.0430854388190073,-0.0352394618417292,-0.00352072291376038
5692,0,0.000232526541830147,-0.0196978071025482,-0.0303287561777544,-0.0395349546073065,-0.0386860249103081,-0.0332121413335135,-0.0548813737450432,-0.0251333864139683,-0.0177852570216845,0.000842800335685956,-0.00752928603909142,-0.00860045904220541,0.00206095714018151
5693,0,-0.0502226148701436,-0.0952425265225223,-0.0866436855170412,-0.105806341482939,-0.0636024274901805,-0.037223370845695,-0.0366700568756392,-0.0165340338832649,-0.0120194711532958,0.00931112826610225,-0.00378155625219312,0.0064761630990402,0.0179386825561365
5694,0,-0.0689697501746057,-0.121691531015574,-0.0947045101605141,-0.127620734606834,-0.0674662412303113,-0.0426784849864476,-0.0403495625267182,-0.0285572712526745,-0.0230432755023998,0.00389055491735601,-0.00318570047199118,0.00930508859877066,0.0105529166582672
5695,0,-0.058839172023358,-0.103271431344206,-0.0735000692191019,-0.109717445546766,-0.0574082927950943,-0.0378227798403035,-0.0480824708021251,-0.0413064586152926,-0.0294323266947373,0.00020277868824814,-0.0005124060045123,0.0119253837602682,0.00286790367105128
5696,0,0.0108036213818841,0.00185186156380368,0.0125438313833939,-0.0395219381731322,-0.0319415508918515,-0.100892062499941,-0.101132454041308,-0.0686889892169379,-0.0549795408501009,-0.0502462156222078,-0.045759099492465,-0.0325352129344181,-0.00875193656757334
5697,0,0.0133872581533918,-0.00468046389865984,0.0135434488862527,-0.0447126150917702,-0.0311031699882437,-0.0892811671811322,-0.100606406156002,-0.0720186956396742,-0.0507617291348071,-0.0420423601149175,-0.0403111973150272,-0.0162152961213706,-0.00832163984409728
5698,0,0.0148977677747839,-0.010416586390941,0.00549670710353856,-0.0506625283300375,-0.0336243635035653,-0.0821160822282369,-0.101261936243418,-0.0757360636864957,-0.0464307012260511,-0.035834626891718,-0.0380099619191031,-0.00335474101597233,-0.00993152444292689
5699,0,0.0159341354862219,-0.0117996695076202,0.00101476179600679,-0.0509788087690528,-0.033314947627531,-0.0741004724011306,-0.0950497936975141,-0.0696922361207531,-0.0389676543343103,-0.0298536149423845,-0.0328046025696591,0.000786626988688699,-0.00721880716505785
5700,0,0.0118965106842901,-0.00881761371355783,-0.00543518912437024,-0.0476399104089378,-0.0325928652667912,-0.0593804009390778,-0.0793168365005759,-0.0559926090913221,-0.0286883610262921,-0.0224545743750457,-0.0251260028652696,0.00500549349691881,0.00402983012498659
5701,0,0.00397922027909448,-0.0309824206473334,-0.0339546897194709,-0.0620493557957477,-0.0444088088376697,-0.0414927135859765,-0.0583901062270826,-0.0327468414413312,-0.0118977940077042,-0.000303345769357977,-0.00560324148628599,0.015816848968828,0.0088756215759751
5702,0,0.00427586782137723,-0.0479870359602363,-0.0495532803354697,-0.07248011227573,-0.0487014819687204,-0.0292192294268836,-0.0519086295951087,-0.023215060718546,0.00246328638488413,0.013465873765903,-0.00992015225422493,0.0164728987782019,0.0134885389088357
5703,0,-0.00205493289387937,-0.0565788793729273,-0.0571643095196022,-0.0776995718931233,-0.0513063261340793,-0.0287013801730938,-0.0483746415903645,-0.0187661233927784,0.00373802919508792,0.0165999802519656,-0.00935332359199592,0.0141754082227465,0.0130495600981206
5704,0,0.011608803091431,-0.0232465386225833,-0.0340333939424819,-0.0455275180243251,-0.0449995378154122,-0.0349835224218211,-0.0586433623233837,-0.0233753522288719,-0.0104986779587486,0.00548789148594087,-0.0121167640823414,-0.00867359724942141,0.00146270127186443
5705,0,-0.0255925219868394,-0.0305804307794578,-0.0488106455856628,-0.0558694981309223,-0.0471996505444288,-0.043425618749126,-0.0473866941698013,-0.0269574279715662,-0.0196087011167838,-0.00595922686006334,-0.00697310773547466,-0.00993712745299014,0.0128019808865711
5706,0,-0.0361491236248526,-0.0725212751992322,-0.0717584117610781,-0.0885463797762184,-0.0555800842236599,-0.0374625059024957,-0.0425981217772741,-0.0189171008818271,-0.0105898859804071,0.00927243767043118,-0.00581691868083689,0.00244285874322037,0.012547381626554
5707,0,-0.0257915830339757,-0.0571342127401171,-0.0444730162515181,-0.0753786644483198,-0.0516321364706189,-0.0364461306904889,-0.0592098898688027,-0.0516515062529929,-0.0359679495756449,-0.00679494545402548,-0.00503591929788327,0.00368530281884771,-0.00310938580929332
5708,0,-0.0081447050884591,-0.015246444023902,-0.0122935996284761,-0.0589893379063319,-0.0328545888290372,-0.0708053857832301,-0.0704893634888196,-0.0518005520437254,-0.0347864211098236,-0.0270100685142642,-0.0139777854241039,0.0084167582640311,0.00538835747538946
5709,0,-0.0101339335699133,-0.0345276820072733,-0.0162522598431768,-0.0814292840032691,-0.0372254540513072,-0.0831026663836062,-0.081933509252753,-0.0641219118924431,-0.0431380449573258,-0.0289837425418835,-0.0139264454700302,0.0155105252876009,-0.00503589497643131
5710,0,-0.0093542535021216,-0.0383503702142246,-0.0246832941753318,-0.0812131459408754,-0.0405313187454245,-0.0675618943950858,-0.0716032797450848,-0.053053846844203,-0.0339292177516252,-0.0191891145100979,-0.00565117111950553,0.0220381678121504,0.00205711305508682
5711,0,-0.000374380219317461,-0.0252711712772085,-0.0288853397090472,-0.0643243234124151,-0.0461526157534663,-0.058437165742711,-0.0684981805633973,-0.0424428600951455,-0.0229378088558623,-0.0108925406108998,-0.00494898692596679,0.0141321535123284,0.00315420630660035
5712,0,-0.00951465309199706,-0.0316515069435803,-0.0335889409427567,-0.0654709649647385,-0.0404311863593811,-0.0403321115041781,-0.0473354381836047,-0.0357646186077957,-0.0194874420697345,-0.0064772875678325,-0.00273467917171655,0.0207792346187787,0.0141633143911912
5713,0,-0.0139965007396238,-0.0228130646461397,-0.0490514822683562,-0.0546402070539747,-0.0559009112903783,-0.0489313890222344,-0.05081052207466,-0.0261885460034688,-0.0183614131008378,-0.00750956579315853,-0.00790460740366117,-0.0122255155235925,0.0144055577101332
5714,0,-0.000436838351792534,-0.0232288936659578,-0.0358971492431719,-0.0461539569501853,-0.0500180841189584,-0.0398030976168694,-0.0604580829485052,-0.0439775729797934,-0.0309430106858832,-0.0077621884733472,-0.018489486700449,-0.0229521635455,-0.00130448660053084
5715,0,-0.0122336262320452,-0.0268598876963032,0.00779784763343216,-0.0633222715401871,-0.0448699754669186,-0.125327081453848,-0.10969123883117,-0.0761978107995944,-0.069638395288673,-0.0475609695466523,-0.0353834428081593,-0.00399544316791334,-0.0181725472297399
5716,0,-0.0142022960331497,-0.00919252208680088,0.00817063372508731,-0.0436987295359249,-0.0393507158806347,-0.0872562629075261,-0.0915154419177192,-0.046868000926913,-0.0534106508090163,-0.0372344506078855,-0.0239752793270026,-0.00939503756069671,0.0103275624639094
5717,0,0.00238668365123429,-0.0171303270691724,0.00894823772038689,-0.0620701745105026,-0.0416227818553572,-0.120413664301161,-0.118325729862099,-0.092670123770504,-0.0711401631399151,-0.0528458984181359,-0.0523011889690944,-0.0140371457333675,-0.0224390232845403
5718,0,0.00939675813561291,-0.00715250217154684,0.0150036341767963,-0.0523275139763286,-0.0346068209869191,-0.102994206156074,-0.108436683538985,-0.0812697821803774,-0.0608119424721786,-0.049016794383961,-0.0508162240856955,-0.0223144379918681,-0.0111992156625716
5719,0,0.00880357069158011,-0.00124351866436545,0.0101920117159631,-0.0480029409732348,-0.0320442344410212,-0.0969902875902166,-0.0955656757218228,-0.07035092344145,-0.0512277275933414,-0.0454553705950002,-0.0428650051289229,-0.0203387622827098,-0.00514623191022934
5720,0,6.59552160462429e-05,-0.0109759134328818,-0.00510864698035651,-0.0652147057586068,-0.0406332157412977,-0.0975645132685135,-0.0887034415559949,-0.0662350083809734,-0.0500391387813102,-0.0425728222499009,-0.0344435247777128,-0.00571134724680544,0.0021038881021338
5721,0,-0.0224910261272138,-0.0280849106758668,-0.0263553550517173,-0.0838743872099952,-0.047119862180145,-0.0903818957215496,-0.0744222400369604,-0.0590088645680583,-0.0482517407732306,-0.0338145304852399,-0.00627970500463426,0.0225679355775703,0.00632073136426281
5722,0,-0.0294070796231426,-0.0533433665054874,-0.0315755580674973,-0.115298883928251,-0.0523241880456076,-0.0991666632025238,-0.0823528134539385,-0.0717404074077826,-0.0571849046203571,-0.0362511810102033,-0.00705442379926258,0.0297821396333497,0.00171738193511972
5723,0,-0.0203932075444372,-0.0372504456691265,-0.03852249078264,-0.0930996559922472,-0.0584894083724078,-0.085064347902703,-0.0747189680119719,-0.0562832718039699,-0.0409474922898193,-0.0246493440258641,-0.00227520358498434,0.0248910431055884,0.00431169941154796
5724,0,-0.00974825058775564,-0.0190580057124334,-0.0282906804883308,-0.0547246469372913,-0.0357488090428484,-0.0402822361538165,-0.0425875816580619,-0.0380380441189136,-0.0230249307971387,-0.0102720121501362,-0.00367867685403822,0.0151000391765597,0.0148143387155222
5725,0,-0.0139908664107047,-0.0261175172412508,-0.0510096866653457,-0.0653182848708015,-0.0619234504662549,-0.058697595266885,-0.0563479283892646,-0.0331841579934012,-0.0223401106347897,-0.0111598831710734,-0.00703254619762494,-0.00723272575893774,0.011802353122309
5726,0,-0.0190807726617397,-0.0534616625308278,-0.0449597092611352,-0.0815316902369149,-0.0631596743428662,-0.0529585818022485,-0.0708209228819284,-0.0578635487171332,-0.0429965572692448,-0.0107589561990574,-0.0128203883093533,-0.0117572791268855,-0.0100046945129453
5727,0,-0.00328406961451011,0.00369586528483867,-0.00444829533125535,-0.0469280283399108,-0.0455485881753199,-0.0864574759286091,-0.0837932212172633,-0.0409940236187836,-0.0500483381091125,-0.039999082216019,-0.0343952987587649,-0.0190705222282648,0.0263492262293554
5728,0,-0.0134599224910101,-0.0322409164505231,-0.037942140738179,-0.0971760506753394,-0.0674983776011135,-0.10992549897775,-0.090787540176391,-0.0700356975876838,-0.0534145861973168,-0.036486670606834,-0.0229841977681332,0.0225955331628946,0.000459214289849852
5729,0,-0.0223171084965607,-0.0394551158957698,-0.0346494614372685,-0.10538536571279,-0.0597452560541216,-0.102104816776272,-0.082176038340472,-0.0693362084481001,-0.0537951724196822,-0.0357703869123837,-0.0128538939233814,0.0243494974782461,0.00411199209417257
5730,0,-0.0193717051327515,-0.042138259045837,-0.0424926911778266,-0.107372587489928,-0.0676675004751592,-0.0988130889470129,-0.0821704291238137,-0.0656279583799343,-0.0473814572300785,-0.0294147192182712,-0.00971982146727191,0.0254872891247062,0.00244854441946307
5731,0,-0.0129471140987755,-0.01926192119175,-0.0391700690535536,-0.0617210114663398,-0.0505186775236589,-0.0561187953675196,-0.0516323828078483,-0.0414247355880303,-0.028032455584487,-0.0151582800008631,-0.00651042650576206,0.00190262347557257,0.011382502341043
5732,0,-0.0159330384238976,-0.0532180924890743,-0.0443899776772874,-0.0899057710221137,-0.0702224063262381,-0.0591816624091459,-0.0755640232330266,-0.072962282596756,-0.0500367370266256,-0.0181084308932253,-0.0139426647094246,-0.00754594767386585,-0.00990274276775183
5733,0,0.00419200168596623,-0.00849925683745201,-0.0328644480272389,-0.0775993642413947,-0.0667724747337048,-0.127853703527427,-0.085362706831326,-0.0539287911733924,-0.0577456491349936,-0.0447275212373192,-0.0421327339673249,-0.000197787879500533,0.0163142210380298
5734,0,-0.018388472200359,-0.0399093215556425,-0.062737928412356,-0.111879587307203,-0.0885965776018161,-0.124358734184767,-0.0962150409158429,-0.0734076587255874,-0.0538917051769214,-0.0329922931909679,-0.0249572515444999,0.0343539066076652,-0.00513039384778979
5735,0,-0.0171346003710514,-0.0397213667394354,-0.042683134452582,-0.11329952639638,-0.0718789685573153,-0.110301977643895,-0.0878654175371323,-0.0742125472797066,-0.0546376360750929,-0.0357710730465571,-0.0189785687015547,0.0253982321552946,0.00326159595832398
5736,0,-0.0182655258072278,-0.0472298931977171,-0.0473949307393476,-0.122644184033878,-0.0778939262830242,-0.112770693688065,-0.0899133901450899,-0.0749642584459878,-0.0536861676071019,-0.0338361057577458,-0.0188331710559962,0.0257741964075238,0.000978677958421326
5737,0,-0.00521783506790996,-0.0386336294371763,-0.046948378442456,-0.0754931081356911,-0.0691202328429736,-0.0649962812259475,-0.0729733603496362,-0.0620468214896205,-0.041180413454505,-0.0164329304027575,-0.0229941776150924,-0.0271470782467637,-0.00726411165914709
5738,0,0.00754438710396688,0.0132186762819289,-0.00239047010762217,-0.0496062323682078,-0.0437043946345291,-0.0816814356939717,-0.0749452214361854,-0.0380781042960773,-0.0395877000428976,-0.0339179294974882,-0.0310400245859881,-0.0150880842013519,0.038336948534939
5739,0,-0.00956949880856839,-0.0339588825602439,-0.0494976770790639,-0.109936582337398,-0.0841476359344445,-0.124103844550531,-0.093131215500125,-0.0720464968794995,-0.0559597688199822,-0.0365528491689859,-0.0328257777069422,0.0225821363464105,0.00460784916800572
5740,0,-0.00953816219022874,-0.033486495171154,-0.0463050655008445,-0.105828494503807,-0.0783569678965996,-0.110842924846798,-0.0894989952463418,-0.0686199562946829,-0.0443720664276687,-0.0294238359789153,-0.0216135875643174,0.0221593516623859,0.000434153627548728
5741,0,0.00157219475937964,-0.0303411616600826,-0.0527904392375846,-0.0684345939807542,-0.0740051314236223,-0.0736855570888522,-0.0708802848165488,-0.047682492168838,-0.0321726019248058,-0.0134509964371694,-0.0278414839122462,-0.0453985565565815,-0.00448617618361047
5742,0,-0.00772285006583517,-0.0108895270581734,-0.00548409434727648,-0.0839566946352188,-0.0558180962785109,-0.10974300939679,-0.108878572277871,-0.0795443735743727,-0.0571775604736922,-0.0485570371233437,-0.0613479039354896,-0.0204942267592526,0.00616082733595524
5743,0,-0.0132586890893391,-0.0456767627376476,-0.035380362953532,-0.125162235365839,-0.0853419689943391,-0.133240773715143,-0.113401720721997,-0.0914029938463695,-0.0673591576122345,-0.0477919688004607,-0.0551470346853239,0.0033410634369071,-0.00074412505576904
5744,0,-0.0109384453316996,-0.0409840061287475,-0.0651695949886866,-0.120512704394497,-0.0986867336022318,-0.127313102614677,-0.0980978134068969,-0.0729285886246025,-0.0447597975653125,-0.0280266407686325,-0.0254554813212535,0.0283712945586085,-0.00575461922850273
5745,0,-0.000823341698848568,-0.0365172495649241,-0.0624407308227417,-0.0823472207440845,-0.0822290967333751,-0.0816029328509769,-0.0702569261957688,-0.0512539485930399,-0.0333705532231428,-0.017830460663212,-0.0276325017421043,-0.0415785061465926,-0.00252857766728742
5746,0,-0.014686019146231,-0.048135186030417,-0.0596895279855191,-0.138325848801942,-0.100129759586853,-0.138713900048055,-0.109328905433457,-0.0876373293753911,-0.0547140462102185,-0.03684644133716,-0.0442990878435462,0.0226083069079397,-0.00746309252446309
5747,0,-0.0162706973174953,-0.0635095105015709,-0.0806728987500199,-0.117702760779937,-0.10098853721346,-0.0986128320787227,-0.0761198113824314,-0.0536067971919989,-0.0375982166522318,-0.0207554831790966,-0.0232781710835377,-0.0324924043301751,-0.00887770873838034
5748,0,-0.0193288120168569,-0.0547669669976362,-0.0861858098049888,-0.15359360354917,-0.122579411558968,-0.152831919674123,-0.107803128979986,-0.0826823668200147,-0.0505675874488951,-0.0298040993913774,-0.0440027250289807,0.0379017916101458,-0.00677633301755443
5749,0,0.00499229791107325,-0.0410013095021348,-0.0589873965382992,-0.108384972972553,-0.0926895602392006,-0.0934343530011947,-0.0819921868265515,-0.0759542463384932,-0.0429524483207218,-0.0231548270046511,-0.0232585171937473,-0.0145372118697468,-0.00142484574569324
5750,0,0.00235664003776281,-0.033157968851135,-0.0699958649899207,-0.134316148755361,-0.106527843283176,-0.126752115622911,-0.089495953262546,-0.0712183498944398,-0.0456448926369075,-0.0252401324947992,-0.0387223674185713,0.0356124535683664,0.0248306868997692
5751,0,0.019236089775218,-0.0211962541726648,-0.0573110985919993,-0.0985322219444755,-0.0848636013172235,-0.0794043016454793,-0.0710651552656333,-0.0840321540616417,-0.0443974762439339,-0.0285876418743863,-0.0267658003738697,-0.00549621650917498,0.0142788991951581
5752,0,0.0247271177932047,-0.0135982358407029,-0.0450911839609898,-0.127519524141791,-0.0926599052883826,-0.116299404719298,-0.0847814980819411,-0.075730492787061,-0.0517478143482512,-0.0323899913075797,-0.0479082766700401,0.0227221373857995,0.0441659155302314
5753,0,0.00922049876764941,-0.038889895007281,-0.0711293610463188,-0.120273808674667,-0.101753210769838,-0.0979654836590764,-0.0790494552634039,-0.079867123901186,-0.043597101783671,-0.0282426608918257,-0.0254809250754389,-0.00973057310882852,0.00541170711756256
5754,0,0.0384676977297869,-0.0247777813202505,-0.0565326366132223,-0.162937747386864,-0.117327903903576,-0.142113013240325,-0.0971029086972497,-0.0933089398437991,-0.0622282232433894,-0.0368485419640875,-0.0672313491487934,0.0297810508460037,0.0384205805440472
5755,0,2.49547157689101e-05,-0.055886442336515,-0.0845076184663649,-0.143039602810327,-0.119628415717319,-0.117045670509089,-0.086980102708724,-0.074329646485507,-0.0417981385268623,-0.0264683604584474,-0.0223988167447661,-0.0108490869447598,-0.00300872144298892
5756,0,0.034993142081815,-0.0289814574877495,-0.0681848822676973,-0.167494702215549,-0.125720165494284,-0.13830632428086,-0.0965617270103684,-0.0879422662772752,-0.0545156577341126,-0.029206923793374,-0.0614049896535269,0.0370468341950121,0.0409016922958116
5757,0,0.0139375293601598,-0.0429944523837975,-0.0784377136963482,-0.137991800624874,-0.115922490645711,-0.10910453269858,-0.0861836389023792,-0.0837511738042688,-0.0439589431829238,-0.0280154753481426,-0.0244569215023893,-0.000845741522592425,0.00636080068275424
5758,0,0.0367359306230475,-0.0147436525961507,-0.0495115922486864,-0.141277446504832,-0.103568409218214,-0.110900991645402,-0.0889959065875351,-0.0845324222820664,-0.0502212031578485,-0.0307719100959749,-0.0505646831585523,0.0262715928580093,0.0561242064869114
5759,0,-0.00258302314502301,-0.0766366442231048,-0.095370229996615,-0.18358687901305,-0.146174166054218,-0.136460567399226,-0.1022261678546,-0.0863920419127137,-0.0513448179812395,-0.027418233565461,-0.0218890786269774,0.00725509307810257,-0.0115223789572129
5760,0,0.0316808264603607,-0.0124782528136119,-0.0441734280240311,-0.135170963800504,-0.0962118754250912,-0.100273385071926,-0.088415173173214,-0.0864017141453945,-0.0502970398019855,-0.0323301122436629,-0.0452027691388697,0.0219768741441755,0.0570384050115236
5761,0,0.0146078612762932,-0.0584603349609195,-0.0834469405562436,-0.163875833159659,-0.134390489653066,-0.12281804828074,-0.10258412796567,-0.0979385123078567,-0.0529900295084993,-0.0281921090827933,-0.0276491454985696,0.0108847967696197,0.000437198242883907
5762,0,0.043760437794707,-0.0241241392973309,-0.0497999423868866,-0.169236397116482,-0.118807184089153,-0.120577678512074,-0.102201666243132,-0.101210128996537,-0.0623015301446896,-0.0393507713557657,-0.0616089306968048,0.0254591411565444,0.046197300379722
5763,0,0.0183397456478014,-0.0538598105788267,-0.0857286470853842,-0.155283335408188,-0.125023744691375,-0.111182588280091,-0.0922937030469284,-0.0898413952324167,-0.0522360928857905,-0.0312573872388293,-0.0219976786286767,0.0182713689615572,0.00908332849677129
5764,0,0.0598758264770056,-0.0315900952585478,-0.0649378457653162,-0.185512825970341,-0.139429738118374,-0.126101063742078,-0.10419583532369,-0.10087994670054,-0.0597595000402404,-0.033132824910634,-0.062314444955971,0.0392610167774083,0.0505730862220353
