Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10"
1,0,-0.14879453468982,-0.190886091462168,-0.22390172152149,-0.281404968447296,-0.266859803347332,-0.237596129344177,-0.129826260191634,-0.0579293315485132,-0.0617774059467713
2,0,-0.0460885128383917,-0.122208959906823,-0.193620101203516,-0.206964661269829,-0.23214414285611,-0.20803654737849,-0.0458194670611936,0.003418290321207,0.00870489858517098
3,0,-0.0810524936659427,-0.165095708632579,-0.218809733333729,-0.246206720059154,-0.284637728542727,-0.251192891814095,-0.0805037389977717,-0.0272015535318235,-0.00231169356786565
4,0,-0.0929040644926504,-0.134939968929902,-0.20550626206333,-0.229241027101982,-0.222534828579247,-0.206733702292805,-0.0694364974520557,-0.0302719017162385,-0.0335083634124106
5,0,-0.099736677352886,-0.180827617920496,-0.226011154288003,-0.26368092290415,-0.297795262656368,-0.260297569942516,-0.0956857718896259,-0.0405743607089323,-0.0124068450693666
6,0,-0.107910995525021,-0.186451622479904,-0.237786443004054,-0.264326740743792,-0.309739818880085,-0.272858235694163,-0.100240660402358,-0.0495299695683441,-0.0137739353184049
7,0,-0.0732510870096301,-0.147682434507007,-0.206845522579706,-0.227420594181322,-0.249644342397345,-0.216956488904589,-0.0668833158992951,-0.0229026331393511,-0.0072102436802729
8,0,-0.108814702016965,-0.152066125222351,-0.215835115837538,-0.242193022748281,-0.234130333698795,-0.211824085386982,-0.0835840513649249,-0.046836824926163,-0.0418480180783889
9,0,-0.070102895818164,-0.117214244123628,-0.186985664681046,-0.208966375331077,-0.19289813459654,-0.172592643729744,-0.0507483690888042,-0.0163957524905809,-0.0142776272461375
10,0,-0.118007909860223,-0.21049514080659,-0.246471658734062,-0.278379502557644,-0.335589250840422,-0.280411050176574,-0.117084105628785,-0.0481446919891265,-0.00208065165634097
11,0,-0.100513437385246,-0.188955398406141,-0.24661497873913,-0.252253433291453,-0.31735461200625,-0.273029970300286,-0.0932745485893612,-0.0445227957637727,0.000511601977964959
12,0,-0.0775083625049657,-0.202915793703644,-0.242682892428243,-0.245300868350684,-0.334347551377472,-0.262713069909502,-0.0807239715318827,0.000818478174631654,0.0350587118017873
13,0,-0.105568193430632,-0.183109114932993,-0.242344406466502,-0.251687941950419,-0.305769713324656,-0.264295072325109,-0.0932141077496502,-0.0583878785926607,-0.0124320876463833
14,0,-0.0342913382292236,-0.14179215764617,-0.201805377557377,-0.204534668561169,-0.257866982905006,-0.207275442302997,-0.0386645627252331,0.00947802273936316,0.0356055990139825
15,0,0.0036647146356763,-0.105487961216833,-0.177328124057424,-0.169628106001543,-0.215842598341672,-0.168323358255109,-0.00276090367252435,0.0310945613909797,0.0532652540779208
16,0,-0.0700884317207883,-0.132605572110189,-0.188866058146201,-0.208496558250082,-0.200703974914574,-0.163916164948861,-0.0606251418770209,-0.0212086617569264,-0.00455781009338729
17,0,-0.0985184020814787,-0.133725468360411,-0.205082773866806,-0.233488158965337,-0.210799187135094,-0.193012405411889,-0.0715193303257911,-0.0461088459590755,-0.0374466185121997
18,0,-0.0455489640405854,-0.179870823168002,-0.218787098441549,-0.226291321303547,-0.307082841398407,-0.231791651220097,-0.056710016509761,0.030019334258095,0.0536964012264063
