Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
282,0,-0.031319191562472,-0.0749830214036717,-0.159794774762799,-0.154837324723303,-0.269103015499574,-0.318874772241575,-0.260205965049358,-0.167900425961267,-0.0547126949134158,0.039081530333767,-0.0222847338792196,0.0103952736258484
283,0,-0.0386263989112942,-0.0536278431074169,-0.126889055039872,-0.209340381420212,-0.189978841982691,-0.217939658658088,-0.136435976990786,-0.141692239697703,-0.0881266041523164,-0.114865882096223,-0.110397255514695,-0.0406432848718772
284,0,-0.0315468072216529,-0.0597000187007349,-0.123895017734525,-0.208804140608069,-0.186593385207158,-0.211605748422733,-0.135518592475329,-0.138923012333327,-0.082726244621447,-0.111272022158838,-0.108018382774639,-0.0387439133110135
285,0,-0.0425882341932549,-0.0601408338850145,-0.134864773602785,-0.210735859988493,-0.177974535898451,-0.204801194364411,-0.123845232742504,-0.138223725927712,-0.103005652583095,-0.134599697751004,-0.124709649280527,-0.0532824644789968
286,0,-0.0487786838075179,-0.0345996437118573,-0.16813177438328,-0.195280583974102,-0.185921768350323,-0.207435956578803,-0.124430930711619,-0.186420065021463,-0.110119302065065,-0.142552703606352,-0.124196576721719,-0.0699122449329052
287,0,-0.0686848364148163,-0.0222993608479538,-0.19048445376543,-0.192905013707253,-0.177797728499169,-0.198655037146672,-0.104292024168125,-0.208813059617787,-0.144724580052056,-0.183813495413231,-0.144691602619031,-0.093821867292777
288,0,-0.0195897256620168,-0.0768640243092592,-0.169655865191999,-0.152348363611688,-0.277846335225297,-0.322506573216732,-0.272800070197537,-0.170884929669432,-0.0809210209248922,0.0188874730267365,-0.031253745110429,-0.00404570141915239
289,0,-0.0663704953909786,-0.0120572315925923,-0.191131089045289,-0.20015785919142,-0.199560991032163,-0.217427992015321,-0.12144269141368,-0.2125828781405,-0.129064805657247,-0.167963336206093,-0.133212264159269,-0.0816018620735126
290,0,-0.0745207425331369,-0.0200942725982105,-0.195381018534859,-0.1956675711191,-0.180534317322208,-0.20233602032985,-0.101296878105888,-0.216055865137011,-0.147508029062461,-0.195189569006847,-0.149953742259208,-0.098367164079005
291,0,0.00123874786596989,-0.0707759717370009,-0.158467906488075,-0.134119739317537,-0.248930151037059,-0.278939541866774,-0.247058539232709,-0.135865679039315,-0.0822307338353044,0.00412282251739748,-0.0293648859107017,-0.00419518646947781
292,0,-0.0756020020194689,-0.00791669288121888,-0.213718714887754,-0.207967025834917,-0.215179524324931,-0.216424394299119,-0.116987730702998,-0.241154887576435,-0.116065998577137,-0.175147897027113,-0.133606854842332,-0.0974859130228435
293,0,0.0182910806878651,-0.0575980296403615,-0.13697300874245,-0.118280496148135,-0.202019690612872,-0.225434014592724,-0.204354834981167,-0.0850887195636725,-0.0734248814086633,0.0128180306601542,-0.0112535957568551,0.00410285037255576
294,0,-0.0637035734584031,-0.014327583330047,-0.223098266441165,-0.211104556853184,-0.236602113510088,-0.227214846496118,-0.134146143140867,-0.251480933322691,-0.0931846393705226,-0.172193042315461,-0.122768171438968,-0.0841766273284755
295,0,0.0324684997785372,-0.0451083724709893,-0.117334397087176,-0.102843401185138,-0.15981267343622,-0.175609135020197,-0.169008895121228,-0.0454321972375731,-0.0651859103039216,0.00732028385607086,-0.00609143888844521,0.00754372902318834
296,0,-0.0328957410572641,-0.0585306653163941,-0.19155780665072,-0.197804381343965,-0.214023321784089,-0.214155801899617,-0.140589298850475,-0.19789912585555,-0.0751575846570649,-0.158853527990038,-0.120505531297529,-0.0633076908942858
297,0,0.0352432890797729,-0.0382808075139941,-0.112831424934955,-0.100635016830963,-0.15668035552974,-0.171489030593284,-0.173188384396893,-0.0467939707905948,-0.0705133027265843,-0.00415575412177127,-0.0106670541730707,-0.00137026662106587
298,0,-0.0467852083034646,-0.0323345126951072,-0.168382897186386,-0.194335527744604,-0.194319152866159,-0.210126059634627,-0.113200204086757,-0.195446422352406,-0.0616870119226961,-0.13931102881049,-0.118090153164766,-0.076403290419679
299,0,0.0255658958913612,-0.0332773904451042,-0.110303178877003,-0.106384538176755,-0.163262847370175,-0.184282571899817,-0.187703276128828,-0.0575413028823076,-0.0842284286121368,-0.00553040502772395,-0.0107607028211116,-0.0101906133924519
300,0,-0.0428097900119982,-0.0565673638058481,-0.150416679686565,-0.211716592131714,-0.200673038231252,-0.209448586906742,-0.140108544707681,-0.143274286566166,-0.0465218174141522,-0.129828631381129,-0.122027758208942,-0.0712738211771865
301,0,0.00806384818772932,-0.0313168556552136,-0.126734799549918,-0.125114554868925,-0.200415797102362,-0.219417177596773,-0.216251451242697,-0.0935832098211552,-0.0937824910909462,-0.0220688421792656,-0.023985866556519,-0.0238600626421647
302,0,-0.0748028757745709,-0.0794481235865472,-0.154630967647919,-0.222524505368196,-0.203682263063701,-0.205690525265605,-0.121137062157839,-0.1270948229103,-0.068581171461388,-0.130832207133432,-0.118844890788292,-0.0977121451673049
303,0,-0.0717776550540343,-0.0818484594035588,-0.144939755116674,-0.236001424514795,-0.206944256269623,-0.201284661799822,-0.118856597093532,-0.112222740921042,-0.048483663632909,-0.111187435443129,-0.119338973069832,-0.101297981014614
304,0,0.00973750890108871,-0.0312770386537171,-0.121394575751613,-0.128257487310708,-0.199945327295229,-0.215349580694615,-0.217789848413066,-0.0963180579250222,-0.101936400828213,-0.0342377655089451,-0.0295778543001165,-0.0368335880865033
305,0,-0.0566265518421096,-0.0583915224650571,-0.149697020509415,-0.204014317475039,-0.202854605033965,-0.218187127753738,-0.153407761290753,-0.138517609616004,-0.0705161930855056,-0.148434409208322,-0.120181738407243,-0.0765353608761239
306,0,0.0107011321427906,-0.0330266236693256,-0.115299390652393,-0.132500584240598,-0.200137890293445,-0.211779619847684,-0.219330829476083,-0.10031124563111,-0.110353158520265,-0.046548687687169,-0.0359087657929066,-0.0513055428580729
307,0,-0.0710306440329233,-0.0665382332505366,-0.138913594120656,-0.216506042472988,-0.208479003777138,-0.217227354600438,-0.16029047630536,-0.121353954699487,-0.0725764002950918,-0.143175857882711,-0.123998543585954,-0.0960791330318731
308,0,0.0108357338432081,-0.0366210292705258,-0.108485286257727,-0.137716325974047,-0.200914179284399,-0.208650040273181,-0.220758885690725,-0.105532061449289,-0.118922478235536,-0.0588549056784957,-0.0429613509317743,-0.0671421378802619
309,0,-0.0806957018075996,-0.0702754727122854,-0.140425450783673,-0.217272109630803,-0.212911625823515,-0.21948176015253,-0.169639016841754,-0.123256068996303,-0.0878703893781371,-0.14958042287867,-0.124447413012493,-0.110131617505455
310,0,0.0145312961126414,-0.0308273252281228,-0.0920999749761132,-0.134509611280678,-0.183229352955029,-0.212870243996583,-0.208806654391569,-0.0998481016918734,-0.13103820603775,-0.0312625521353276,-0.0166796913891905,-0.0461709544736135
311,0,-0.0850787199290916,-0.0727027837558335,-0.147478708018709,-0.214067572560559,-0.215339239410019,-0.220812161252738,-0.174097122333807,-0.133052648430507,-0.101497774806851,-0.155924474375948,-0.124470596940366,-0.11771753866599
312,0,0.00643910903170064,-0.0397503243678783,-0.0892199180076736,-0.145630781830407,-0.187092537079358,-0.213318995926224,-0.209030839402597,-0.110715626755372,-0.140842448923879,-0.0492403240461904,-0.0300857733258455,-0.0647050665629766
313,0,-0.0845347248077141,-0.0702240829196935,-0.138185993521324,-0.224025094320514,-0.232935305756405,-0.226116813600393,-0.185308527744802,-0.12667273734725,-0.0974589812476777,-0.130669848028033,-0.106440588214526,-0.123642501999384
314,0,-0.00156807813524307,-0.0493533811513334,-0.0861485287096529,-0.155713061824854,-0.188322276171929,-0.213820423987903,-0.204382076114189,-0.11842728563443,-0.142773407777143,-0.0653266014335445,-0.0413151520267627,-0.0797043008337507
315,0,-0.102027095300985,-0.0853125642158777,-0.124872219364158,-0.215082182081253,-0.223676239963529,-0.214878607632022,-0.180894622154587,-0.123280961226905,-0.120551365151129,-0.132444863932619,-0.107189959905102,-0.154408740593694
316,0,-0.0288172765739272,-0.0710002185864542,-0.094464980883765,-0.178053908572363,-0.207573337630027,-0.227506477676844,-0.202138299329589,-0.133315359789726,-0.149452202677377,-0.0700069658754324,-0.049295991943923,-0.096983334633106
317,0,-0.0936858757722185,-0.101907153003845,-0.129608624464982,-0.219399826411152,-0.22482125304397,-0.216058089525425,-0.20248399369932,-0.141112097604444,-0.131284435029944,-0.164460658857397,-0.129933152109136,-0.162742974660423
318,0,-0.0292204395737384,-0.0796460427720873,-0.0841764764770757,-0.179391667311661,-0.195595242569355,-0.216211281800764,-0.200832119446371,-0.141292129069312,-0.153292038397777,-0.099791439852327,-0.072279437931886,-0.120111760748952
319,0,-0.113528766469312,-0.119118087711113,-0.128268303943858,-0.22082545775515,-0.222055407696132,-0.210823165785936,-0.187960613045178,-0.146350185901035,-0.14220879956786,-0.160691766705686,-0.130103681004701,-0.182436014069281
320,0,-0.065864949681621,-0.103636910618095,-0.099192746294264,-0.198526806284447,-0.2053160793913,-0.240286877052886,-0.182003935063368,-0.151827252100383,-0.152376588937538,-0.0787199811011884,-0.0611479454409894,-0.109767998224811
321,0,-0.112190393941308,-0.13487832153909,-0.138498552411137,-0.233283402402985,-0.230190870255653,-0.224937632945017,-0.196612621026692,-0.175203802902701,-0.139221764916813,-0.174462324102816,-0.142770347392698,-0.179437954309597
322,0,-0.108383541612271,-0.13705241831103,-0.115099610787421,-0.216005166952185,-0.211272384641436,-0.248142749189262,-0.163069293827953,-0.165171078274951,-0.14820747713432,-0.0869112240466933,-0.0751043442368905,-0.127361155212212
323,0,-0.104762015314063,-0.120144760620543,-0.126929758478005,-0.213721584469691,-0.241626340468905,-0.223389467519675,-0.193231142196922,-0.182452409990509,-0.144223623559713,-0.106214787759687,-0.0829926368536807,-0.160737018214985
324,0,-0.149049298074644,-0.163819993544473,-0.141325308375435,-0.221089864446303,-0.230370446843313,-0.261130443801893,-0.156151091462913,-0.188561399300661,-0.144430452121495,-0.0661478734391974,-0.063901972494164,-0.13381455435006
325,0,-0.161607118900996,-0.162769485955285,-0.157334807451438,-0.212503190486011,-0.236780279266887,-0.255328983432798,-0.147928466302505,-0.200055872444076,-0.140905062632893,-0.0429213101420099,-0.0384028588656803,-0.12853886618979
326,0,-0.132414578112876,-0.131565276139302,-0.132963958166848,-0.198122715163177,-0.222640121726007,-0.224221520482405,-0.152981803170618,-0.18288588696632,-0.147630010112686,-0.0624173292690596,-0.0414949451534139,-0.143136498943025
327,0,0.0106368056463484,-0.0787317906817089,-0.0831998390137452,-0.180309673608613,-0.168717129578811,-0.201952201527478,-0.170607432710264,-0.148897008290179,-0.00807657669065909,-0.00355607525895518,-0.0474606991695227,-0.0291371765151173
328,0,-0.00575268619464797,-0.0763131257339793,-0.0960809548528994,-0.192975209690201,-0.180328449961556,-0.207344850901278,-0.171782800717414,-0.137513115343949,-0.0331977000452545,-0.0262791077111577,-0.0688251401503103,-0.0378961970875451
329,0,0.00542029608657879,-0.0764950492455284,-0.0859003024766556,-0.186550177403226,-0.189275055007222,-0.218315164125955,-0.178127128375081,-0.150370507771938,-0.00502300518894827,-0.00442588376116426,-0.0506824377907754,-0.021286101088
330,0,-0.0203173269451296,-0.0846126784895104,-0.114065215007877,-0.202420629562654,-0.17958924644672,-0.199956783355555,-0.156559153421086,-0.125293543029463,-0.0573437714182073,-0.0611192609932366,-0.0922668174286411,-0.0387959470468713
331,0,-0.0228017113837619,-0.0904329339597088,-0.116930571903949,-0.203884527395062,-0.173601801591188,-0.188872825338658,-0.159708083553537,-0.119718478951889,-0.0588636336104843,-0.0584365196478051,-0.0932248790368997,-0.0490916223845118
332,0,-0.0491715300403609,-0.0925884434557828,-0.154760286574566,-0.210254858471521,-0.195635118315599,-0.195949600093074,-0.152157873814462,-0.131498018801049,-0.0827551211976373,-0.0818638942755896,-0.118656092117315,-0.0609460856763243
333,0,-0.0434231516054037,-0.080630865018338,-0.13841179039127,-0.201114338508554,-0.161220410736878,-0.176664859550305,-0.146191952600967,-0.129569348248477,-0.0974886648687261,-0.0832585296096591,-0.113096802317648,-0.0751076828921929
334,0,-0.0637167729328961,-0.0641353853943732,-0.167502916591253,-0.192962523389871,-0.168601443314491,-0.176109825493417,-0.132183434155666,-0.155367417634542,-0.121384432727542,-0.105570893213505,-0.129526303689665,-0.0941085687430325
335,0,-0.0343686884159533,-0.100388991244092,-0.146508505642905,-0.18056500585626,-0.297344173129445,-0.313502807458487,-0.243818693314328,-0.183569622801392,-0.00663628473640698,0.0400192248216864,-0.0476832343815465,0.00111362316188512
336,0,-0.0149753612989947,-0.0904747221011227,-0.131183283447335,-0.176482133334026,-0.319568623768298,-0.342042497447199,-0.270914815699238,-0.231865887813248,0.0171377972678801,0.0353037251238033,-0.0463403135795981,0.0067385895669505
337,0,-0.0180989345432375,-0.0881135413137599,-0.134644865610797,-0.16815992825957,-0.324554597105983,-0.358196830089497,-0.296752417953834,-0.246559269369226,0.0124846685451292,0.0379988770815407,-0.041575406310328,0.00669488804025997
338,0,-0.0257125012757629,-0.0877792435607382,-0.126325050987721,-0.177406195334395,-0.29370227661748,-0.317676036976548,-0.254184448627102,-0.190803520963279,0.00597693645940733,0.03598935818021,-0.0463078067222169,0.00625102521900955
339,0,0.00117096723208454,-0.0738152987134512,-0.0913378344767993,-0.178422451808643,-0.26250007297573,-0.3084883874801,-0.243367869249713,-0.200182555535716,0.0271578328604938,0.0482637798268684,-0.0205671510996277,0.0138459048354984
340,0,-0.0176806788640967,-0.0880807138841406,-0.120925154840129,-0.185715518327076,-0.30854381041719,-0.31647642410537,-0.247622336001104,-0.203245180628401,0.0292246140822394,0.0151265246980303,-0.061268255768123,0.0121386841197679
341,0,-0.0179441378652806,-0.0742382473309106,-0.106192731844043,-0.187632704487999,-0.278882710898172,-0.310110570230924,-0.244121939198925,-0.184914118675096,0.0073074885092701,0.0158891651612985,-0.0519805283084852,0.0107279425454538
342,0,-0.00832756291004788,-0.0811692348353525,-0.100179223208903,-0.18884658570186,-0.273456952923031,-0.297504124218885,-0.233994706174121,-0.182073435405155,0.0216571335171816,0.0243160809873868,-0.0459022802909257,0.00654607563143461
343,0,-0.0147939268236446,-0.0717736688034003,-0.101595494853963,-0.191609776070384,-0.261471576509627,-0.291098688767965,-0.22420640419045,-0.173295807399287,0.00241263308340178,0.00569450436170627,-0.054845934286048,0.00754369192657656
344,0,-0.00986980173070562,-0.0762394810484228,-0.0997807485180194,-0.194597956830327,-0.259203673159347,-0.285472069327969,-0.222210478484659,-0.170528158235141,0.00612655731011635,0.00766181260087651,-0.056172952355426,0.00120250873849082
345,0,-0.0130339897331342,-0.0705678051840912,-0.0992907256187889,-0.194841265684626,-0.243946741227044,-0.271879270268965,-0.205687293759237,-0.162360604992618,-0.00523143452486619,-0.00645992808618001,-0.0593903950778428,0.0023417891203581
346,0,-0.00898786912615601,-0.075480172848775,-0.0978529788483684,-0.19728886608544,-0.240775124249979,-0.265008404197629,-0.204633983462051,-0.158947940849547,-0.00219094180555479,-0.0041649430347297,-0.0604015502537125,-0.00463975420270402
347,0,-0.0127463484941861,-0.0706850998060808,-0.0994021031215294,-0.197413013029631,-0.22662511191279,-0.252819228870157,-0.188709901291438,-0.152262379555469,-0.015570182422985,-0.0204109473687033,-0.0656366041947112,-0.00475841737036364
348,0,-0.00977914334377339,-0.0760241619371798,-0.0984910802429075,-0.199392109308726,-0.222653532336154,-0.244816196246668,-0.18860203210615,-0.148287403827788,-0.0132402288249849,-0.0177888965039597,-0.0664129749687835,-0.0123044858641226
349,0,-0.0139706135146318,-0.0721579866178937,-0.102008007297048,-0.199400446119136,-0.209774910479115,-0.234239118961793,-0.173383609125491,-0.143138548469991,-0.0285027555495755,-0.0359635066872467,-0.0735459888136702,-0.0136078655722905
350,0,-0.00418856953671465,-0.0516288103928775,-0.0897271421044493,-0.182721122132431,-0.167090777976191,-0.215182886694159,-0.160210362314515,-0.151580267648189,-0.0544099739850202,-0.0368979298174235,-0.0657127202244983,-0.0363358420137365
351,0,-0.0154113656789732,-0.0386141698625184,-0.101629315908872,-0.181979220201551,-0.148090331041266,-0.200681012723933,-0.141465455249816,-0.150784560083095,-0.0961302081969091,-0.0740416450893857,-0.0876710819045404,-0.0558334438730443
352,0,-0.0526978074437505,-0.0445497878470373,-0.160899595820232,-0.188605814608029,-0.186785716080644,-0.200490478125497,-0.140146427732202,-0.171343144636847,-0.107086895262869,-0.091377101090433,-0.11603798991187,-0.0810801040413545
353,0,-0.0619259413829496,-0.0734417246065563,-0.173424073723514,-0.198112190485202,-0.17459449316599,-0.176364107502727,-0.12744187878965,-0.153153709719927,-0.120016720661965,-0.122305526374263,-0.133336208604456,-0.087707948377597
354,0,-0.0142020544736338,-0.083906823003409,-0.136733825791633,-0.172428258707838,-0.318800848878779,-0.377073128024219,-0.304247705606459,-0.256927080805033,-0.00670251740781502,0.0515507491583849,-0.0248202308384431,0.0108920146800755
355,0,-0.00112885099341142,-0.039286357103348,-0.0786465424352614,-0.17680181022566,-0.228121660886786,-0.296651792783867,-0.226849612265553,-0.178245814481424,-0.0234402848663082,0.0203106458534297,-0.0291047559079414,0.00171066416498822
356,0,-0.000652328968497984,-0.0347033758896499,-0.0775455059531732,-0.177866839019849,-0.211801234260192,-0.277768166712392,-0.205679616907821,-0.170831626351896,-0.0333206477409363,0.00468095574973115,-0.0359693562449082,-0.00469109677179758
357,0,-0.00146166623156085,-0.0318386531954618,-0.0789403299150646,-0.178420467913295,-0.19415994482706,-0.257367792885593,-0.184809715284313,-0.164714012310874,-0.0462070654303234,-0.0148951192916532,-0.0463628681208278,-0.0143112814788773
358,0,-0.00442006878554968,-0.0302956146531701,-0.0833408363309365,-0.17869169042302,-0.177198216950429,-0.237504554127515,-0.165360718123596,-0.160126793101685,-0.0617485632163381,-0.0366178134134252,-0.0588917418172568,-0.0257527733422146
359,0,-0.00950794630299068,-0.0301009545465837,-0.0907521869890043,-0.17872069495644,-0.161083635343478,-0.218398418895044,-0.147454600095471,-0.157132782696484,-0.0797547580086146,-0.0602439036243518,-0.0733214998089409,-0.0388196365919307
360,0,-0.0166277668464773,-0.0312422556920764,-0.10111281137386,-0.178514015468678,-0.145962821714766,-0.200239322137157,-0.131202982426909,-0.155759984893415,-0.0999778518378656,-0.085486404402631,-0.0892944527861903,-0.0532814502763813
361,0,-0.0341308906754503,-0.0519050577272868,-0.133800175429201,-0.189198607427448,-0.159582720346401,-0.189782185951665,-0.127426117263531,-0.150751989956252,-0.107325653298038,-0.105204752475399,-0.11076577736739,-0.065241500329579
362,0,-0.0544325539443548,-0.0773060285711176,-0.170088282205852,-0.204011148657908,-0.180997037059221,-0.185587207610745,-0.129001111212052,-0.149251736787736,-0.116525944535125,-0.127853967905974,-0.131235396802384,-0.0766460814677377
363,0,-0.0667654160889243,-0.081629041031332,-0.182887533314597,-0.19917267947106,-0.160601876115428,-0.165043062265107,-0.114330547540992,-0.154264452711194,-0.144999931195154,-0.160134346189566,-0.147419639624725,-0.0980936558891273
364,0,-0.0187271908374089,-0.092808821832031,-0.172149903405464,-0.170687122068967,-0.35287246086476,-0.398669956339686,-0.326679974198866,-0.297038523907374,-0.034082361742812,0.0124441667936419,-0.0566956237287837,-0.00169670045952419
365,0,-0.00638491857626489,-0.0226248482610321,-0.0851487429208394,-0.175799809820469,-0.17342314113774,-0.234001273330981,-0.155212375585029,-0.162992815104772,-0.0684136205999291,-0.0492896785405655,-0.0614598887152934,-0.0253420990350933
366,0,-0.0120516639159771,-0.0226551974661849,-0.0922358023527315,-0.176186673466044,-0.159538597034137,-0.217706905182917,-0.137929738979383,-0.161163021370954,-0.084970441593279,-0.071699682746432,-0.0752267337811375,-0.0375734609208622
367,0,-0.0192378251505522,-0.0245304078384724,-0.102480553067844,-0.176037587107631,-0.144800818819152,-0.200323749933732,-0.121674457754314,-0.160730771347016,-0.104879987978364,-0.0978437900516417,-0.0920266691636176,-0.052502873279857
368,0,-0.0282341453898803,-0.0277303957200696,-0.115528252812337,-0.175620727646288,-0.131199119618772,-0.184042116526304,-0.107224602656887,-0.161876255013054,-0.126697856959181,-0.125253477245791,-0.109911364051784,-0.0686250999470529
369,0,-0.0425116582567963,-0.0505363872197861,-0.147716698961437,-0.186522147590551,-0.14720370505339,-0.176849451720476,-0.10955116683424,-0.158096695219717,-0.13096690199544,-0.140468755800245,-0.126946337618384,-0.0803008625497765
370,0,-0.0594947663595822,-0.0778987465312179,-0.184026885241273,-0.201657336170667,-0.170859379199024,-0.175844599215375,-0.116985053443904,-0.158483099186363,-0.139180725777513,-0.161724099740472,-0.143591260595823,-0.0922566931233302
371,0,-0.0634019583061499,-0.0469081992981488,-0.21040515080332,-0.178589225605955,-0.192486317664596,-0.173529536751719,-0.121570803435819,-0.217549610949738,-0.128540425700954,-0.156557242184952,-0.120872941918519,-0.115690058807923
372,0,-0.0345560793338862,-0.0864921065664852,-0.175337968612689,-0.165970952999624,-0.333312788892119,-0.38671896917664,-0.316284254902627,-0.255572413037806,-0.0501215593390656,0.0291876067384877,-0.0434139024612495,0.00287610800226035
373,0,-0.0159452676599185,-0.0160866351017116,-0.0954213326143528,-0.174643066124464,-0.15896606233304,-0.217519941117192,-0.129219132791923,-0.165215481962068,-0.0910633913966532,-0.0838630530633386,-0.0781944568979566,-0.0381259428661852
374,0,-0.0233281475577292,-0.0187078893500593,-0.105561392311153,-0.174531931318124,-0.144606115318049,-0.200903985236152,-0.112988709901308,-0.165673208632378,-0.110524016327985,-0.110655245960734,-0.0957989400471978,-0.0535373606694386
375,0,-0.042983971236234,-0.0283649504375522,-0.135241991962902,-0.173085531868094,-0.117781721348145,-0.169038609973444,-0.086026485797726,-0.170975643369967,-0.156956228733977,-0.170060735941976,-0.134928033541888,-0.0887024987729965
376,0,-0.0581236105824164,-0.028444539123308,-0.182640055529367,-0.178023600062131,-0.162771207136486,-0.178196369150263,-0.103454281086841,-0.206182360902562,-0.14179954861056,-0.168110382859215,-0.131289201019572,-0.103810463769526
377,0,-0.0385188351175275,-0.0241661317016314,-0.200030633283797,-0.165544268858529,-0.202914816462385,-0.179988651273289,-0.129003229027144,-0.248302864283086,-0.0917581900058345,-0.128637383789446,-0.09065687224583,-0.106789749436235
378,0,-0.0166728973378966,-0.0834380276785249,-0.167722662062717,-0.157590416343769,-0.296829539828251,-0.340557652256238,-0.277653450792141,-0.186199631321717,-0.065030844401996,0.0376229903258212,-0.0213563243814416,0.00786405101156729
379,0,-0.0609187170930651,-0.0251689081467057,-0.186524006982919,-0.179784747986661,-0.165003948195724,-0.1820855720436,-0.0987614254048397,-0.214118208387759,-0.144139553637915,-0.181486702919527,-0.135248537357061,-0.105315492372298
380,0,-0.0109516902027962,-0.0419601864748639,-0.199695123671244,-0.166776279325118,-0.223159324322266,-0.202261561158076,-0.161469616911013,-0.256254058021455,-0.0692279760405418,-0.125738198475718,-0.0847588184950204,-0.0761654399760806
381,0,-0.0042630179856582,-0.0734833892549739,-0.159691691391266,-0.140684184705689,-0.269653929265024,-0.302029743702323,-0.25173422997983,-0.151664179898287,-0.0628810507362567,0.0303926139655759,-0.0155186263792763,0.0140008854973663
382,0,-0.065684712972733,-0.0230247380736265,-0.19166118766103,-0.182521095480129,-0.168078835042876,-0.186449241934102,-0.0949812027132403,-0.22191106864397,-0.146661990524344,-0.194120635299283,-0.140402022860685,-0.108429450894249
383,0,-0.0111125342270094,-0.0396174945999626,-0.20389611898827,-0.172172953080748,-0.227228904342953,-0.207892275930639,-0.160336860375184,-0.259405740279337,-0.0718936086878812,-0.142515352714519,-0.088484176761075,-0.0724888971538525
384,0,0.00468130253261378,-0.0527468583502071,-0.134161895002913,-0.121769712538974,-0.217132603533726,-0.24445226775698,-0.202279839741275,-0.0956393539300242,-0.0423876471054682,0.0459001541783408,0.00640811902455996,0.0328453447999797
385,0,-0.0639891305259709,-0.00673887210045754,-0.18714635439135,-0.185040648730148,-0.17719961328699,-0.187432840476425,-0.0887720977584936,-0.232711323297017,-0.113641235473606,-0.162958657189342,-0.122465588136122,-0.110985754374277
386,0,-0.000899634638645064,-0.0269454492148272,-0.161245896990519,-0.178858950275426,-0.208708418911345,-0.186887460176715,-0.137537521925242,-0.202059316045731,-0.0263447079462721,-0.0829939823973653,-0.0659707396208674,-0.0669044858654692
387,0,0.022485176566734,-0.0555126851859739,-0.134570013781544,-0.115783443402583,-0.212822570062464,-0.233125759438113,-0.202677481506918,-0.088670052260942,-0.0560292418203553,0.0273278543120117,0.00145026504631063,0.0211092809944993
388,0,-0.0305461128863574,-0.0191082557509599,-0.168177999720513,-0.18768449154591,-0.19787299218566,-0.191476942915851,-0.112124039424138,-0.204196983293693,-0.0510016499590609,-0.111899768900586,-0.0908458711227746,-0.0781902747040732
389,0,0.0371895102266735,-0.0421952890568332,-0.113940075932463,-0.0984479404731298,-0.168499705810887,-0.181669195008344,-0.165011147916485,-0.0465789375596558,-0.0445358035738798,0.0243734899220229,0.00915714161645642,0.027457628590202
390,0,-0.0408173700533169,-0.042926854300687,-0.167339391768111,-0.186081577078579,-0.181656420273766,-0.194102494723437,-0.102300588988403,-0.191282903909578,-0.0749647594083632,-0.147677056897883,-0.117876108102525,-0.0775741379300093
391,0,0.0397507253743896,-0.0352758355137296,-0.110911478961446,-0.0955683680886265,-0.164288271941769,-0.176967088633615,-0.169095976104315,-0.0464934408330463,-0.0493122275966954,0.0134166812097685,0.00459293701286723,0.0201300727405254
392,0,-0.0160792976388654,-0.0613687149973006,-0.142983049872355,-0.195755522428903,-0.19349413530042,-0.196638622176281,-0.132912028987366,-0.14175182470074,-0.0310279165536188,-0.105993606089686,-0.099727101108244,-0.0511621816792367
393,0,0.0422076157081184,-0.029552269972391,-0.107446180092225,-0.0942138847480452,-0.161346733781754,-0.173137903857307,-0.173906623535853,-0.0477328889075,-0.0549449878575207,0.00161322045457868,-0.000762153554730749,0.0110727089605775
394,0,-0.024134748213098,-0.080740393003112,-0.123557369832772,-0.19359800377308,-0.174404769766577,-0.19183140550614,-0.12994391172507,-0.10802833683853,-0.0444950591883529,-0.123863315314937,-0.118132399949034,-0.0567327416007349
395,0,0.0444621712418967,-0.0251628340857034,-0.103477818463321,-0.0943189904227246,-0.159633244141124,-0.170128909052607,-0.179268065274294,-0.0503500495418212,-0.0612809133125157,-0.0108621937346612,-0.00684489810481992,0.000342623405467979
396,0,-0.0396426187396818,-0.0873507182789107,-0.120400691155334,-0.203305544583688,-0.181931678504259,-0.199191492756942,-0.145199886142475,-0.0931177611171273,-0.0530579195608973,-0.132017759098339,-0.127181830666292,-0.0650143833229506
397,0,0.0464051400588765,-0.0222293877197206,-0.0989552157617489,-0.0957974154809513,-0.159086683764631,-0.167875304284434,-0.184990881558211,-0.0543710848771646,-0.0681716962262567,-0.0238322143651748,-0.0135895164221993,-0.0119768888780044
398,0,-0.066381974897586,-0.0831246651604987,-0.138006892948213,-0.217497308595776,-0.201931499090201,-0.207768967931235,-0.133239368887515,-0.107639694207788,-0.0680224150530753,-0.127430340386681,-0.119800109009591,-0.0834474270471651
399,0,0.0479211353501567,-0.0208552710708648,-0.0938435976559221,-0.0985432548816416,-0.159627839174486,-0.166301871732522,-0.190877020357287,-0.0597957657497927,-0.075475163161225,-0.0371092795723915,-0.0209232999733617,-0.0257738932707209
400,0,-0.0567209184149067,-0.0659992059343388,-0.140316303636357,-0.19576939017619,-0.198329060921078,-0.215823589969988,-0.147563309132683,-0.12254592902725,-0.0744034389092795,-0.141247637658198,-0.111544040988316,-0.069079146487568
