Patch Number,"Regional strain value, cardiac phase_1","Regional strain value, cardiac phase_2","Regional strain value, cardiac phase_3","Regional strain value, cardiac phase_4","Regional strain value, cardiac phase_5","Regional strain value, cardiac phase_6","Regional strain value, cardiac phase_7","Regional strain value, cardiac phase_8","Regional strain value, cardiac phase_9","Regional strain value, cardiac phase_10","Regional strain value, cardiac phase_11","Regional strain value, cardiac phase_12","Regional strain value, cardiac phase_13"
2827,0,-0.0524040171038953,-0.016141286254673,-0.140373471957365,-0.176884788046711,-0.248167107400298,-0.250995021634433,-0.178277012339254,-0.209934132981851,-0.0737782781139718,-0.0517915380299271,-0.104711174641026,-0.0819187829349303
2828,0,-0.0979866402168357,-0.0611872360860921,-0.209455385177512,-0.17175335063989,-0.279063327469922,-0.27785407428219,-0.174655260376,-0.267654681033581,-0.180326547257898,-0.119861335188644,-0.115447272138785,-0.0315128277591152
2829,0,-0.0651254603518182,-0.0269690340510936,-0.13878340428868,-0.185868079258829,-0.248648235103178,-0.247155702625482,-0.180319485538339,-0.202417222463409,-0.0882413700951579,-0.0484769220532212,-0.0995648872372549,-0.0775085458436904
2830,0,-0.106472328303703,-0.0636991913558524,-0.21563014541771,-0.179814955008026,-0.284368063529417,-0.283523948457891,-0.18777094996502,-0.26282926801251,-0.188519412232593,-0.124916907122943,-0.121378833961848,-0.0338413922634732
2831,0,-0.0678574423681052,-0.0348869178770362,-0.141137926141018,-0.191814521871554,-0.254022776385645,-0.249250324563952,-0.187562523066695,-0.209538991725894,-0.091776748730979,-0.0474948742997096,-0.097914245849113,-0.0726287090054114
2832,0,-0.106230748785635,-0.0748858176643585,-0.214336215544884,-0.190357482649429,-0.28792604446389,-0.279233710561493,-0.195182751121663,-0.249599009950159,-0.156762050468917,-0.127863978821288,-0.141775515411893,-0.056760372901969
2833,0,-0.0733975996841315,-0.0424562837155168,-0.143866260588228,-0.198478106181494,-0.258573116533513,-0.253382577205442,-0.199668320824923,-0.213087164463968,-0.0990777904619254,-0.0496802667038559,-0.0991326968205249,-0.0728749181687234
2834,0,-0.107860180914724,-0.0811268473207635,-0.211560494913809,-0.196677794880005,-0.290580192850715,-0.276168958234383,-0.208351519894087,-0.245865916233767,-0.151649229508637,-0.130003889043031,-0.145556158626784,-0.0617339380746539
2835,0,-0.0786817455942218,-0.0535593300854212,-0.147163571649859,-0.2055778930026,-0.263470348718084,-0.256358755200922,-0.209527812846965,-0.217390076037511,-0.101617197832212,-0.0515535047325365,-0.0978352697865412,-0.0695877163307208
2836,0,-0.112432124893107,-0.0886306420467488,-0.208097755998328,-0.207252721877363,-0.292136904677378,-0.270170597871799,-0.222259795110055,-0.236256603836814,-0.149113032537651,-0.133851934636578,-0.147491842298912,-0.0657464661529046
2837,0,-0.0850224280696602,-0.0632980293415224,-0.149602927000872,-0.21280217018804,-0.267469814878116,-0.260791723890162,-0.223265361597411,-0.218459525475161,-0.106793190849949,-0.0533460009942348,-0.0962728662883018,-0.0699294245804279
2838,0,-0.117188905866102,-0.0866158255432457,-0.213337290735538,-0.210288230561731,-0.295180617907525,-0.280005631997106,-0.237006231075667,-0.233542804271963,-0.151980951180936,-0.115136247512018,-0.141931177558048,-0.0718930254844387
2839,0,-0.0932503405317817,-0.0773921354756926,-0.153424992295618,-0.220860920748483,-0.271682249470859,-0.26416227021507,-0.234585250559582,-0.219920026299467,-0.107799834151498,-0.0570839700870589,-0.0947514511188451,-0.0681708428390158
2840,0,-0.118818187231742,-0.0930313147836888,-0.209760518183852,-0.215125810742588,-0.296064032332313,-0.280985265387903,-0.250976683938081,-0.226769358282405,-0.143259868374833,-0.111139677799365,-0.141533599298757,-0.0781642018735991
2841,0,-0.106965434057597,-0.102252459462994,-0.139749785345453,-0.236717712775116,-0.268802393973796,-0.257936148468836,-0.225054468605477,-0.195286613162275,-0.108745129621057,-0.0518958612843365,-0.0573427386699248,-0.0302522510565324
2842,0,-0.125912332992807,-0.109820958597835,-0.198154587353672,-0.232078179370189,-0.293009695625523,-0.271703594333243,-0.268126413130247,-0.207212783168697,-0.135138012045605,-0.125429817968427,-0.142428696849448,-0.0770206264394427
2843,0,-0.125818804585783,-0.126688361549905,-0.143647676127515,-0.249388185882272,-0.27437055508106,-0.262561893224586,-0.229915195642364,-0.19172923210994,-0.111836553445365,-0.0629113995823455,-0.0463663158102904,-0.0148733297132474
2844,0,-0.148223193977788,-0.132888553092052,-0.191883806421575,-0.228071538388034,-0.283669875704901,-0.269665507691737,-0.250502097848713,-0.219009668585293,-0.136941287426038,-0.117277579542767,-0.113393028943898,-0.0590110566242665
2845,0,-0.147022932060798,-0.149733220236623,-0.153939450974278,-0.258589555897846,-0.280478268194527,-0.268852252951572,-0.240315876724643,-0.196929223273922,-0.112763376036415,-0.0798170501404543,-0.0499197637492315,-0.0169648556774007
2846,0,-0.120574586276643,-0.118361987642049,-0.181945513112873,-0.181104395186408,-0.27622503222169,-0.257800552443212,-0.204020566739054,-0.230575512564913,-0.119866566806832,-0.0458872380714821,-0.0719232905070266,-0.048164234075328
2847,0,-0.1723170868349,-0.173865942836201,-0.165197412471278,-0.267339883969795,-0.28577243865238,-0.274742660336432,-0.250197804752191,-0.200829608837667,-0.114166926262785,-0.0990234252222114,-0.0551339811325154,-0.0212937355183324
2848,0,-0.108269806100717,-0.109112287531059,-0.178071098097234,-0.179808112491426,-0.28514054875023,-0.265217564489217,-0.218932133945987,-0.237706017486334,-0.116466060940384,-0.0128783496969787,-0.0498077951965132,-0.0414362449407567
2849,0,-0.164545923852756,-0.157434311566551,-0.170841086767846,-0.237138834197714,-0.299670764744221,-0.284508251724752,-0.254113132976363,-0.232445075592693,-0.121171740931266,-0.0560462565401024,-0.0370288110600885,-0.0204081419172535
2850,0,-0.0493955967202557,-0.0341983463206094,-0.124711176756775,-0.142340184314324,-0.218940382920204,-0.285511075450697,-0.249071126889141,-0.151078818648978,-0.120216350670446,-0.0466992084545824,-0.0543930649729558,-0.0437834356704339
2851,0,-0.0503421070360163,-0.116982762542739,-0.0890150481891373,-0.144027088791471,-0.229983533287966,-0.296598590085018,-0.264413157528114,-0.0928049207354059,-0.142164215617806,-0.0409386113365335,-0.0824808178196738,-0.0401780553999042
2852,0,-0.0534160415037741,-0.0236623808453884,-0.16932337113663,-0.165249021727788,-0.280392678244622,-0.340028511797882,-0.24943350449514,-0.164167232939243,-0.134966040424598,-0.0424691413276888,-0.0599701640500869,-0.0518914186228366
2853,0,-0.0657124425364281,-0.061781285539106,-0.145717948838056,-0.161414256469709,-0.250163913608602,-0.324812662422155,-0.252121648001473,-0.11744089428197,-0.145727310716815,-0.048647179194114,-0.0867176873203589,-0.0555668412641257
2854,0,-0.0104906191392106,-0.086927284840065,-0.0682577418302474,-0.11805579455662,-0.201739122544319,-0.261428586129978,-0.280530229857232,-0.095830088999983,-0.109424349445686,-0.0332652794089964,-0.0478919121081031,-0.0137012574617607
2855,0,-0.000305629558381093,-0.074318691851111,-0.0443288472779501,-0.102462915965624,-0.173446701402052,-0.230124574511006,-0.272772669405211,-0.102303556372557,-0.0888326316919649,-0.0315324756592414,-0.036230343117343,-0.00819964450396671
2856,0,0.0435048679423904,-0.00739575603475551,-0.116605578311148,-0.191815085917995,-0.215252317268247,-0.318978326274081,-0.359627124799743,-0.150352927639423,-0.0738413624040649,-0.0742067533046797,0.00833063290746239,-0.0302448634604926
2857,0,0.00281331540666074,-0.0784861154556338,-0.0308898066814389,-0.0929264407820481,-0.153020923102302,-0.203920218841413,-0.271055389576256,-0.106471919390411,-0.0693440167796542,-0.029269467959504,-0.036963914958336,-0.0099866617180151
2858,0,0.0287336877319484,-0.0338305705751571,-0.0266886849906693,-0.06538825497654,-0.123403207068636,-0.159669128357204,-0.284316781913713,-0.12004277052379,-0.0260891270647993,-0.0187294864309283,-0.00822767845732675,0.0139937799058307
2859,0,0.0337710826952093,-0.00681657565040528,-0.121515769279073,-0.198723618379939,-0.215324421910721,-0.312526010176113,-0.334987180447785,-0.147487231483661,-0.064277353815255,-0.0665693015705325,0.0260555442876909,-0.0393744670650044
2860,0,0.031137317531543,-0.00628133869765346,-0.03011857852377,-0.0589452016582936,-0.0975994815911678,-0.133558457131244,-0.290043702269325,-0.125369423958485,0.00503498317591156,-0.0214875874416272,-0.00200862835414684,0.0163310543692758
2861,0,-0.0140253993408768,-0.00640090242915459,-0.154235899399772,-0.20184356505215,-0.245919519405773,-0.315673253507446,-0.273116616498877,-0.170273937516918,-0.0740950171907242,-0.0503577184196285,0.0198251137123373,-0.0607684538458372
2862,0,0.0205992635961212,-0.0467430704753912,-0.0153531113214748,-0.010773979010829,-0.0763265954320352,-0.0850577738374101,-0.23824252854769,-0.158731878648808,0.00814665171215201,-0.0338471979353648,-0.0351709795808198,-0.0143553113680143
2863,0,-0.00304515211130796,-0.0764575342350485,0.00357539045985633,0.0235058820553309,-0.034605264661992,-0.0488153964892565,-0.235200840983657,-0.183497958426958,-0.00587254484053734,-0.0561438161937864,-0.0628825329586289,-0.0617844410551821
2864,0,-0.0108842189573484,-0.041933497089332,-0.0166101736042703,0.0212582088430371,-0.037653441170503,-0.0400745444608553,-0.251332721956561,-0.188438903732706,0.00261068513466123,-0.0751236484712562,-0.0844651531610927,-0.0622750306082077
2865,0,0.0211987372922671,-0.00500999999244045,-0.137732320266371,-0.181181097658601,-0.255345338093813,-0.317790637126405,-0.276654273374661,-0.194821039386902,-0.0508505840165953,-0.0403587818722804,0.0129110229584797,-0.0443052461687677
2866,0,0.0104178864916862,-0.0260687769956587,-0.0116049912748495,0.0104347230114064,-0.0592475652562894,-0.0638825219551166,-0.243920395350692,-0.175181030753975,0.0136810678350912,-0.0558309693879283,-0.0639803463271215,-0.0541894610799749
2867,0,0.00805396847705953,-0.018995495566938,0.00926144802704187,0.0520623491854966,-0.0230302451259391,-0.0323890000818194,-0.25741194712272,-0.195795137572667,0.00974857440153487,-0.0744218968268517,-0.0862068552115768,-0.102641119166432
2868,0,-0.0276704626801386,-0.0212879866758788,-0.034023328640521,0.0206966161006512,-0.0412200501529478,-0.034171330741754,-0.24027835892808,-0.189865566634152,0.00443004755459753,-0.0963380902508653,-0.109478158031465,-0.0714272055936286
2869,0,0.0141460965782947,-0.0121423064811687,-0.151345990217188,-0.185896822135778,-0.271473779806204,-0.324138433318971,-0.277295489336868,-0.20418767043884,-0.0463136701651377,-0.0422659217388904,0.00662890462958488,-0.0493908249656114
2870,0,-0.000887846196399811,-0.0368046834088086,-0.0184626408134448,0.0199596275980711,-0.0543108044755066,-0.0522249793736584,-0.226811936342688,-0.198452624024009,0.0116831548478094,-0.0847684353695941,-0.0929334610260689,-0.0748626719109131
2871,0,-0.0466499804445484,0.0109526040259338,-0.0494599341755255,0.0199267503291018,-0.0410750335172833,-0.0276964171500518,-0.204060101041802,-0.16617024596506,0.00854735704185905,-0.110525478029717,-0.124348330592401,-0.0723277541776274
2872,0,0.015535262175395,-0.0161398311986156,-0.153232427990153,-0.18688873118206,-0.278789421951812,-0.324773792000689,-0.266663801362543,-0.214903190037404,-0.0416467552479081,-0.045204967256342,0.000529972501448484,-0.0532959321485613
2873,0,-0.0549193666441511,0.00536711721578187,-0.0658008411177391,-0.00592410488981177,-0.0674781932636269,-0.0486751798749393,-0.171296616999251,-0.165052346088,0.0109422800617498,-0.110406566003589,-0.120068669075558,-0.0548059539487021
2874,0,0.0412001455355977,-0.0390531168249139,-0.129535434606819,-0.199183156171545,-0.259772622404649,-0.315264488823959,-0.272145155898697,-0.185659254361333,-0.019276334703587,-0.0559973997691237,0.00445668254781051,-0.0529534371044281
2875,0,-0.0614410750324902,0.0235828299641332,-0.0731446679006674,-0.0149300824271554,-0.0697418768030358,-0.0594984531078427,-0.134920107761022,-0.152287576677103,0.00881617358779607,-0.109744365234923,-0.107145327403824,-0.0425528093691165
2876,0,-0.0224071109615099,-0.0439397080860142,-0.180749821729474,-0.208817592913423,-0.290904662033719,-0.315807146375845,-0.240954323187152,-0.210436639120263,-0.0438319729078057,-0.0579357589041338,-0.0112727349996583,-0.0759070786620004
2877,0,-0.0352797375015533,0.0216319424655527,-0.0493125103339526,-0.0111387751528268,-0.0608010105118467,-0.0811003180602851,-0.120353028123587,-0.147664103955815,0.00246426086476448,-0.091174023881692,-0.0699675574373744,-0.025844219303917
2878,0,-0.00348818059409017,-0.033782180255191,-0.175567012617684,-0.193542672904418,-0.302376810208545,-0.325949448156544,-0.2562569739477,-0.24290867644711,-0.0363915335269726,-0.0601342713392441,-0.0279966261924287,-0.0698593019946875
2879,0,-0.0114612917118833,-0.0076081898096394,-0.0385183597526423,-0.0132447178879581,-0.0706085854946004,-0.106746912706865,-0.11968561232322,-0.1603757466242,-0.00826209816737944,-0.076368672624216,-0.0475277838457174,-0.0195758640684839
2880,0,0.0839485379052967,-0.0423888953735614,-0.0948739143417306,-0.1848016403,-0.247344764541931,-0.306893674573248,-0.258800705370646,-0.195291433266082,0.0134903621017706,-0.0632312479686715,-0.0166826555590274,-0.0482022298257597
2881,0,0.0114547770632463,-0.036529273107726,-0.0428623483669419,-0.0191512958732851,-0.0955727120993364,-0.12817910276921,-0.123952634750976,-0.190854532337419,-0.0123029408248208,-0.0659070455202881,-0.0381192439598276,-0.0233350949124923
2882,0,0.0748712344426734,-0.041206344599751,-0.0997263278173292,-0.181393442103862,-0.250320274311884,-0.303739325928041,-0.245133291166844,-0.205281061616181,0.0121739453842822,-0.0621095785077898,-0.0273502462815519,-0.0529779418370994
2883,0,-0.00552135703943346,-0.0112868652778885,-0.100819420828953,-0.0524406954456069,-0.136105351035885,-0.149338859669846,-0.128331133107118,-0.212250360301756,-0.021319409688871,-0.052383757494569,-0.0290719124155707,-0.0158011288493346
2884,0,0.0109685380243338,-0.0531033145886473,-0.150327642734276,-0.195231771074402,-0.281016671251276,-0.303758549809275,-0.230431864138584,-0.224486603034643,-0.0163599002200303,-0.0709811890032639,-0.0485877951219017,-0.0761665321872902
2885,0,-0.00362379841558003,-0.0208283861209557,-0.0738505067311808,-0.0476778649968761,-0.125175960486408,-0.154162095409896,-0.102070392693309,-0.199002830292691,-0.0298776080067017,-0.0626737206789647,-0.0385239540156799,-0.00549140008304938
2886,0,-0.00998964216247022,-0.0635380631197447,-0.153628681016506,-0.202789255420334,-0.269587252359683,-0.280735233796515,-0.198462992087688,-0.199884887197967,-0.0191431671727499,-0.0740175146715869,-0.0517693764252487,-0.0838143723273731
2887,0,-0.00807119459013539,-0.0293333215134673,-0.0831155980328386,-0.0631417183421125,-0.145141767244386,-0.172504498588884,-0.0998600143877194,-0.208701811806281,-0.0452885443711244,-0.064268015432506,-0.0438275924592332,-0.00657958611415954
2888,0,-0.0161820627348463,-0.0620604193359298,-0.155788560517777,-0.201365518551277,-0.270675334097521,-0.276914338344283,-0.193267774633859,-0.205044745338624,-0.0227932558064203,-0.0769844513609111,-0.063995855848314,-0.0875221582863128
2889,0,-0.013043594842408,-0.0428092060643628,-0.110396354434906,-0.0803937761315588,-0.178699446849389,-0.190901240814573,-0.114833935790373,-0.236025665630844,-0.0587392887622976,-0.0717507846728523,-0.0544889936392374,-0.0208609033076892
2890,0,-0.0223788139457791,-0.0599511080455298,-0.158011403459159,-0.200497932496344,-0.27165515531667,-0.273642226509151,-0.189784394984886,-0.209628657133941,-0.0275348050317821,-0.0806128386817367,-0.076616951862153,-0.0917711228126176
2891,0,-0.00947988637803487,-0.0544018012912565,-0.101852763603306,-0.087423242528773,-0.185054630803379,-0.202112443087832,-0.113130243861984,-0.234415278390226,-0.0627525723445302,-0.0813659166536093,-0.0674462639025781,-0.0226031730378031
2892,0,-0.0214901398979637,-0.0447804487597948,-0.148110661754887,-0.190467037502089,-0.258982680337378,-0.267820831445446,-0.179382825584012,-0.207402541196715,-0.0350918023006834,-0.0755410709188498,-0.086287114315503,-0.0903468168006976
2893,0,-0.0249956144272656,-0.038792389166282,-0.126271170731873,-0.103497534286572,-0.201191418956241,-0.217943276789512,-0.11121193519839,-0.240924694128646,-0.0809993288939423,-0.0768129374932465,-0.0655585384643835,-0.0125480310767391
2894,0,0.0115155346058129,-0.0253441561504359,-0.139603912268487,-0.177528383768126,-0.265550798702475,-0.291205043753078,-0.197100965766217,-0.261461322731768,-0.0269590502016682,-0.0780667148434233,-0.10896197684267,-0.0962550029190722
2895,0,-0.0274377041954353,-0.0493894390428375,-0.110924223049077,-0.105632720849821,-0.189278285801148,-0.204597632261761,-0.104307190538108,-0.248583383560121,-0.0799147934019505,-0.0890187817968769,-0.0750991867585584,-0.0240159097051845
2896,0,0.00390624433812969,-0.0202234947385229,-0.14438205616524,-0.175986926072468,-0.266252870148367,-0.289355862637281,-0.19645461287811,-0.26657240848915,-0.0336411274559056,-0.0792239578129644,-0.119462980378671,-0.100277078660788
2897,0,-0.0513141585482352,-0.0540741259997451,-0.139588006120401,-0.12011072155654,-0.212188817999845,-0.215473061637112,-0.112131405069613,-0.268966416536285,-0.11013669067406,-0.107947488593252,-0.0936667912165605,-0.0389403449680217
2898,0,-0.0224061699016769,-0.0209532422401352,-0.143678971683804,-0.178740796446046,-0.256356771321196,-0.271029555509118,-0.182075905542566,-0.239464757304367,-0.0511456206892946,-0.0715590180766631,-0.117367123600061,-0.0996934576168206
2899,0,-0.0806489958083146,-0.0538301611525678,-0.184885669603053,-0.146904656360877,-0.251770479294121,-0.251481408687166,-0.131373109940517,-0.274999811070985,-0.150041215302646,-0.123811420069174,-0.108413508462639,-0.0391420466787724
2900,0,-0.0437878080697458,-0.023294026880498,-0.138046020481082,-0.180641938745315,-0.244671689395536,-0.250725538883077,-0.164554145086838,-0.207766182437775,-0.0668372005253511,-0.0579768397255415,-0.103387089116701,-0.0872700538468126
2901,0,-0.0827957652072235,-0.0555959454299131,-0.197368426845396,-0.151876010687332,-0.263007818074412,-0.263083191333793,-0.150270116383986,-0.276196593441055,-0.170201966996431,-0.118340695238642,-0.108812563157588,-0.0319584194240601
2902,0,-0.053058757016841,-0.0334704261991138,-0.149756664834733,-0.192472222001008,-0.257436612481671,-0.256332334279222,-0.178916395637591,-0.218061540861851,-0.0774270872726551,-0.0731456446249353,-0.122372290732082,-0.0998477227622347
2903,0,-0.0810427827321418,-0.070387627363756,-0.193578558857061,-0.16204799063439,-0.269117075454853,-0.264868655554447,-0.162646022492434,-0.265603003227205,-0.146584595601971,-0.131091792486991,-0.133769289287954,-0.0514477317506057
2904,0,-0.0634291797100007,-0.0431065998126748,-0.152034891624364,-0.20091890899836,-0.262075809353521,-0.251000959064411,-0.187824655424129,-0.209452711217198,-0.0823321733900546,-0.0745893230474686,-0.121418381349842,-0.096453707859078
2905,0,-0.0875767028000348,-0.0722314047923633,-0.200646768559216,-0.17131887087828,-0.278590226408732,-0.273587388193544,-0.1776626072197,-0.268870713533545,-0.152053586611088,-0.130887634559724,-0.140302850119952,-0.055877274439
2906,0,-0.0644716795681908,-0.0368218845641808,-0.140835308030983,-0.193971505239675,-0.251919929177229,-0.247491472807262,-0.17620512989311,-0.213451705551657,-0.0925494624007062,-0.052347007400473,-0.104825655471207,-0.0797748470446741
2907,0,-0.104921211502694,-0.0610184025430728,-0.216644130364591,-0.181616046609424,-0.285461578486816,-0.286410080371337,-0.190822619872119,-0.273459702165456,-0.194119346721934,-0.126990178730303,-0.129560234730445,-0.0405846268572683
2908,0,-0.0694531479850851,-0.0420226962781679,-0.143521071235635,-0.199114496996338,-0.256388818037025,-0.251146249080855,-0.187431924467319,-0.217924700184408,-0.100772999067203,-0.053668022012511,-0.106604339634194,-0.0787666731604297
2909,0,-0.111649759652676,-0.0630568718758621,-0.220403490096453,-0.188297392561429,-0.289467628468592,-0.29097106385099,-0.20498846737399,-0.26765378369444,-0.199455048788493,-0.128865962254202,-0.132522472829967,-0.0420435864591314
2910,0,-0.0735516094729185,-0.0506684317964361,-0.146729068395953,-0.20453450102106,-0.261167180426398,-0.253769500770365,-0.196672012522847,-0.223459890611098,-0.104494780625746,-0.0542376255854451,-0.105155457483267,-0.0739893992135496
2911,0,-0.111607058442599,-0.0757804580207327,-0.214192492762104,-0.196529317875636,-0.290215223137072,-0.279828018577113,-0.214754267274681,-0.252942902090652,-0.176372707115259,-0.135548272829182,-0.143832087917511,-0.0546074847066149
2912,0,-0.0792721294119726,-0.0579941423875256,-0.149276501465088,-0.210415982696717,-0.265173483904848,-0.257999988576537,-0.21017265413397,-0.225192288294172,-0.110969663264111,-0.0555739136966867,-0.104162754625278,-0.0729792111200198
2913,0,-0.112260434109388,-0.0793481714294887,-0.214184516827942,-0.197390385436987,-0.290826792359227,-0.2791146979425,-0.223549796803834,-0.244576797274922,-0.163710133479727,-0.125275459535503,-0.147891893757366,-0.0652149940509177
2914,0,-0.0862686937544082,-0.0697370957575321,-0.153184700346029,-0.216986478889018,-0.269422513440957,-0.261331632111741,-0.221437145365212,-0.227650502596227,-0.113551670336824,-0.058411569404289,-0.102460123907844,-0.0695968142739025
2915,0,-0.115152512752483,-0.0855599308001355,-0.212288695310583,-0.203138301712737,-0.2929522159461,-0.281439783355408,-0.237910513475313,-0.238141970861566,-0.157084684505279,-0.121708500840804,-0.147859993009119,-0.0694551600162511
2916,0,-0.0973060379607179,-0.0904857320434842,-0.137135687317956,-0.228747506428202,-0.263843445145142,-0.250870220464596,-0.210307578589525,-0.198871441123461,-0.114775118954535,-0.0493935271573583,-0.0645614661489755,-0.0303417974334641
2917,0,-0.121903870077197,-0.102178528034778,-0.20105558707969,-0.219400588711424,-0.289250116170053,-0.269040563398557,-0.254538530071694,-0.217355143471944,-0.148583559615913,-0.136777908229591,-0.150214159036984,-0.0689916126276202
2918,0,-0.112516512134103,-0.111787850502918,-0.139493436010074,-0.238371369616045,-0.268378506608134,-0.253846579856955,-0.214565865850772,-0.194889402112203,-0.119498682148854,-0.0582146573233496,-0.0526611131745796,-0.012658048938782
2919,0,-0.125433428875353,-0.107400725390807,-0.19671100167116,-0.221503864852182,-0.288328938751309,-0.270038553377997,-0.269836867733183,-0.207840057491443,-0.144003815571653,-0.125820654798662,-0.141989685055007,-0.0698193261947675
2920,0,-0.131046778900151,-0.132537211125126,-0.149191896464756,-0.245999715197051,-0.2747086491058,-0.260498888803723,-0.225851078771988,-0.200732932340582,-0.122387049603723,-0.0744002423907753,-0.0551930642309008,-0.0124192667415555
2921,0,-0.134830558064833,-0.105028217538316,-0.193873427763679,-0.219855151386065,-0.297025416717514,-0.28479762965099,-0.271317293938655,-0.225583212976741,-0.15216493083588,-0.0898637961948552,-0.103908059677388,-0.0504335089873891
2922,0,-0.153859678975755,-0.154760118068905,-0.159927884813722,-0.253544774600118,-0.280430508577026,-0.267032616939255,-0.236889608216825,-0.205168940840681,-0.12570126159138,-0.09342683868916,-0.0594724424709747,-0.0145065482710524
2923,0,-0.147576000353099,-0.120809422393224,-0.186460129350552,-0.207693130175898,-0.292708277394306,-0.279309720342374,-0.235661038534654,-0.246353471892549,-0.147350250475355,-0.0670821944116984,-0.0719880771671736,-0.0302045200229534
2924,0,-0.163022127051864,-0.160186293037553,-0.170337226711506,-0.231268001430379,-0.289320007080516,-0.271653431003001,-0.21962726291242,-0.240492067188996,-0.129400115384475,-0.0654253215998853,-0.0388094636304105,-0.00383651868541024
2925,0,-0.130384617478793,-0.124528582694358,-0.170305680448664,-0.186355780556679,-0.291549842536159,-0.266739677825355,-0.194778572954959,-0.255399451413063,-0.129058116610396,-0.0236910780063271,-0.0300682632663104,-0.00179006378908975
2926,0,-0.0410690737822171,-0.0452314063503837,-0.141234471627094,-0.162719377275387,-0.243437661395228,-0.321544066819624,-0.272908538059371,-0.136899260787183,-0.118054373118955,-0.0591453860747821,-0.0820968527259462,-0.0482319855736526
2927,0,-0.0526891676709965,-0.100172197029841,-0.110345604962604,-0.169627409282089,-0.233849280778444,-0.319487462051516,-0.284092628817566,-0.104288226659089,-0.125869354417338,-0.0588281788128107,-0.102482892289572,-0.056651361157032
2928,0,-0.0478867918197895,-0.139342646508,-0.0813142081339384,-0.153520580010927,-0.218651680185593,-0.300909275692476,-0.285034404288958,-0.0688321124410941,-0.13525645079341,-0.0420847549012783,-0.0787783870180152,-0.0455362543606501
2929,0,-0.00517147975281462,-0.085187743186131,-0.0578114459801157,-0.125710340315563,-0.17636389159085,-0.256183159645762,-0.29990017866569,-0.0791309626537969,-0.098448169539315,-0.0359921763455759,-0.0238362509883525,-0.0152824410080782
2930,0,-0.00460023645808416,-0.019006223071436,-0.147126818790399,-0.186020394850944,-0.2460414102615,-0.326788549369192,-0.306894376921134,-0.175881246979063,-0.08276671347736,-0.0571729508443601,-0.0148253113834507,-0.0456791846111001
2931,0,-0.0719283659294067,-0.0689957193839993,-0.165369198091661,-0.170150896779419,-0.277905629111145,-0.344865157189857,-0.249752820690596,-0.131814353168965,-0.147835776387036,-0.0448137848412566,-0.0833890041026869,-0.0608607554594136
2932,0,0.000151897294529135,-0.088116018203321,-0.045120262700449,-0.0986825617830153,-0.171162598331687,-0.227516178481375,-0.263074024494408,-0.0987906207107755,-0.0793478900921808,-0.0287740459148005,-0.0381625279629373,-0.0147336761092344
2933,0,0.00706526681477571,-0.0757732815557933,-0.0265057290916416,-0.0828065861669662,-0.145923462900284,-0.199161529635599,-0.256440456294621,-0.109658878417171,-0.062277697806974,-0.0313893005148869,-0.0330624815311769,-0.012159465316968
2934,0,0.0770614678332764,-0.0233846128190586,-0.0922306641899574,-0.197940076213358,-0.191086786062469,-0.307845075358985,-0.393156744821366,-0.129966540896926,-0.0399751176399182,-0.0787627460924363,0.0342062633845446,-0.0221609192052341
2935,0,0.0117490518222643,-0.0662844097834524,-0.0177571140813012,-0.0879772652918773,-0.124093085882982,-0.182280842226275,-0.281058774318234,-0.113476310936492,-0.0385784098897058,-0.0299944489177448,-0.0234373170919505,-0.0109702459266101
2936,0,0.0294457480208585,0.0345603088249882,-0.0513810283317453,-0.0549655306142363,-0.105465532717674,-0.146213487888452,-0.289072027550879,-0.112634024813783,0.00687691268772528,-0.0272659970610727,-0.00183120741635923,0.0140809519929264
2937,0,0.0812212768092597,-0.0279421095279718,-0.0871518665394181,-0.194096244640153,-0.196393695264659,-0.304049168173275,-0.368104118155665,-0.13625999802507,-0.0233548829883276,-0.0662970077466764,0.0335834629801355,-0.0239827515498794
2938,0,0.0232946678312591,-0.00686238276420748,-0.0314893347657015,-0.0558205673491509,-0.0982242984316307,-0.13854538412415,-0.260311636021935,-0.126593663256677,0.00270723257964112,-0.0372988397575934,-0.0228680499387942,-0.00155795647163071
2939,0,0.0070052998981871,-0.0253759403737626,-0.155617813118362,-0.188407376352108,-0.272317963136008,-0.330400912269214,-0.282214518522447,-0.204596984252215,-0.0556812978001686,-0.0454054902280064,-0.013850519985094,-0.0492747759701767
2940,0,0.0209534046462116,-0.0245665671581501,-0.0365873490456272,-0.0514056137386329,-0.0969623828453461,-0.12172099278142,-0.250832976520818,-0.147366052409189,0.0174415694888175,-0.0399522122810667,-0.0275009839293761,-0.00319813394017465
2941,0,0.0512000780584163,-0.0376028981378187,-0.119913760783001,-0.194294881702625,-0.249459963446613,-0.321867355087409,-0.299755506705608,-0.182721146190011,-0.0261812956082023,-0.0528196673567859,0.00229963368303143,-0.0435299858034953
2942,0,0.00443949940791799,-0.051233736857934,-0.0463317606268232,-0.0304030523827422,-0.103665282953466,-0.0970698382828729,-0.210660694046547,-0.175541895359247,0.0174395684326032,-0.0643110436349916,-0.066877407266917,-0.0181883310315493
2943,0,-0.000528886855530986,-0.0373861681683134,-0.175917000182358,-0.199334706751627,-0.298957024700254,-0.340626484661314,-0.276530962468018,-0.231430784011894,-0.0523718749865679,-0.0544104404832826,-0.0273001317541436,-0.0611350898447559
